Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,30,21,9,70.0%,8,5,3,62.5%,2013,2026,SF,28,1.18,4.2%,3.1%,61.0%,66.1%,53.2%,61.1%,45.9%,60.7%,44.2%
Roland Garros,9,Clay,23,14,9,60.9%,4,4,0,100.0%,2013,2025,QF,19,1.07,2.4%,3.5%,59.4%,63.5%,45.1%,56.0%,46.8%,56.0%,44.1%
Wimbledon,9,Grass,20,11,9,55.0%,5,3,2,60.0%,2013,2025,QF,14,1.11,4.7%,3.6%,61.7%,64.6%,52.4%,59.9%,44.4%,54.9%,52.3%
US Open,13,Hard,46,33,13,71.7%,10,6,4,60.0%,2011,2025,F,38,1.16,4.6%,3.3%,60.2%,68.7%,46.6%,59.9%,46.4%,59.6%,52.6%
Olympics,2,,3,1,2,33.3%,0,0,0,-,2021,2024,R32,2,1.09,2.1%,0.7%,63.8%,63.3%,43.1%,56.0%,47.9%,30.8%,61.5%
Miami,7,Hard,30,23,7,76.7%,9,5,4,55.6%,2019,2026,F,30,1.22,5.1%,3.1%,64.0%,68.3%,50.7%,62.0%,46.2%,63.3%,45.5%
Indian Wells,11,Hard,24,13,11,54.2%,6,4,2,66.7%,2012,2026,QF,22,1.10,4.0%,3.2%,60.2%,63.2%,53.6%,59.4%,44.8%,52.9%,45.5%
Dubai,5,Hard,16,12,4,75.0%,1,0,1,0.0%,2021,2026,W,15,1.13,4.2%,4.0%,61.6%,64.4%,51.2%,59.3%,46.0%,57.3%,41.4%
Riyadh Finals,2,Hard,6,2,4,33.3%,1,0,1,0.0%,2024,2025,SF,6,1.02,2.8%,2.8%,64.6%,65.0%,44.7%,57.8%,42.9%,54.0%,49.0%
Wuhan,3,Hard,8,5,3,62.5%,2,2,0,100.0%,2019,2025,F,8,1.01,2.3%,1.8%,62.5%,62.5%,44.2%,55.6%,44.7%,50.7%,50.8%
Beijing,4,Hard,11,7,4,63.6%,8,2,6,25.0%,2019,2025,SF,11,1.14,4.5%,4.1%,61.2%,66.2%,50.5%,60.1%,45.5%,55.1%,45.5%
