Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Dubai F,W vs Svitolina,23,14,1.6,20.2%,12.3%,20,12,1.7,19.6%,11.8%,12.7%,6.9%,0.6,12.3%,19.3%
2026 Dubai R16,W vs Jovic,15,14,1.1,14.0%,13.1%,10,13,0.8,10.3%,13.4%,7.2%,2.1%,0.5,15.0%,29.0%
2026 Australian Open SF,L vs Rybakina,12,9,1.3,8.1%,6.0%,10,9,1.1,7.1%,6.4%,5.7%,1.4%,1.4,19.5%,14.1%
2026 Australian Open QF,W vs Anisimova,19,10,1.9,14.3%,7.5%,13,8,1.6,11.2%,6.9%,6.9%,4.3%,0.6,12.0%,21.1%
2026 Brisbane SF,L vs Kostyuk,1,14,0.1,1.2%,17.1%,1,14,0.1,1.3%,18.4%,0.0%,1.3%,1.7,23.2%,13.4%
2025 Riyadh Finals SF,L vs Rybakina,10,25,0.4,5.3%,13.2%,8,24,0.3,4.8%,14.4%,4.2%,0.6%,0.9,18.9%,20.5%
2025 Riyadh Finals RR,L vs Sabalenka,24,22,1.1,13.7%,12.6%,21,20,1.1,13.2%,12.6%,7.5%,4.4%,0.9,16.0%,17.1%
2025 Riyadh Finals RR,W vs Paolini,16,13,1.2,15.1%,12.3%,14,12,1.2,14.1%,12.1%,9.1%,5.1%,0.5,10.4%,22.6%
2025 Riyadh Finals RR,W vs Gauff,24,28,0.9,11.6%,13.5%,19,27,0.7,10.8%,15.3%,5.7%,5.1%,0.5,12.1%,25.1%
2025 Wuhan F,L vs Gauff,13,31,0.4,9.2%,22.0%,13,29,0.4,10.2%,22.8%,3.9%,6.3%,0.9,17.7%,20.6%
2025 Wuhan SF,W vs Sabalenka,27,19,1.4,13.2%,9.3%,22,15,1.5,12.1%,8.2%,7.1%,4.9%,1.5,25.5%,16.7%
2025 Wuhan QF,W vs Siniakova,7,34,0.2,5.3%,25.6%,7,33,0.2,5.6%,26.2%,4.0%,1.6%,0.2,9.0%,36.8%
2025 Wuhan R16,W vs Alexandrova,17,33,0.5,9.3%,18.0%,13,33,0.4,7.8%,19.9%,4.2%,3.6%,0.4,12.0%,28.4%
2025 Beijing SF,L vs Noskova,35,31,1.1,16.1%,14.2%,29,28,1.0,15.2%,14.7%,9.9%,5.2%,0.9,19.7%,22.5%
2025 BJK Cup Finals RR,L vs Paolini,12,25,0.5,9.8%,20.5%,10,25,0.4,8.6%,21.6%,5.2%,2.6%,0.7,16.4%,23.0%
2025 BJK Cup Finals RR,L vs Rybakina,7,20,0.4,6.1%,17.5%,7,19,0.4,6.8%,18.4%,3.9%,1.9%,1.2,22.8%,18.4%
2025 US Open SF,L vs Sabalenka,21,16,1.3,11.8%,9.0%,18,12,1.5,11.3%,7.5%,5.7%,5.7%,1.8,21.9%,12.4%
2025 US Open QF,W vs Krejcikova,16,22,0.7,13.3%,18.3%,15,18,0.8,14.3%,17.1%,9.5%,4.8%,0.5,12.5%,26.7%
2025 Cincinnati R32,L vs Linette,24,27,0.9,12.1%,13.6%,19,22,0.9,10.8%,12.5%,6.3%,4.5%,1.1,14.6%,13.6%
2025 Wimbledon R128,L vs Cocciaretto,5,23,0.2,5.5%,25.3%,4,19,0.2,4.8%,22.9%,3.6%,1.2%,1.3,17.6%,13.2%
Career (169 matches),,3167,3933,0.8,13.2%,16.4%,2727,3547,0.8,12.4%,16.1%,6.6%,4.6%,0.7,15.0%,20.4%
