Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,51,37,14,72.5%,81-43,65.3%,646-494,56.7%,6-7,46.2%,48,76.4%,39.8%,5.6%,2.7%,62.2%,69.1%,50.3%,62.0%,45.7%,53.6%,1.20
Clay,21,16,5,76.2%,34-17,66.7%,257-202,56.0%,2-0,100.0%,21,70.9%,40.9%,3.0%,3.0%,60.9%,66.0%,50.1%,59.8%,46.7%,53.0%,1.16
Grass,6,4,2,66.7%,9-6,60.0%,80-72,52.6%,1-2,33.3%,6,82.7%,23.0%,5.0%,4.6%,59.0%,74.1%,48.5%,63.6%,37.8%,50.7%,1.04
Grand Slams,17,13,4,76.5%,28-9,75.7%,203-131,60.8%,2-1,66.7%,17,77.0%,45.8%,4.1%,2.7%,61.1%,69.4%,52.4%,62.8%,48.1%,55.1%,1.29
Premiers,17,13,4,76.5%,28-14,66.7%,217-171,55.9%,2-2,50.0%,17,75.9%,36.3%,4.2%,3.8%,59.5%,69.3%,49.4%,61.2%,43.9%,52.3%,1.13
Internationals,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,1,64.3%,21.4%,5.3%,9.3%,57.3%,69.8%,37.5%,56.0%,38.0%,46.1%,0.86
Finals,5,4,1,80.0%,8-2,80.0%,59-40,59.6%,0-0,-,5,75.5%,44.0%,4.0%,2.3%,58.7%,69.9%,49.2%,61.3%,47.9%,54.3%,1.24
Semi-finals,10,5,5,50.0%,13-15,46.4%,132-140,48.5%,1-3,25.0%,10,67.4%,30.9%,3.2%,2.9%,65.2%,62.3%,48.7%,57.6%,42.1%,49.8%,0.99
Quarter-finals,12,9,3,75.0%,19-12,61.3%,149-127,54.0%,2-2,50.0%,12,77.0%,31.4%,5.3%,2.7%,63.3%,69.4%,49.4%,62.1%,43.1%,52.3%,1.14
vs Righties,73,53,20,72.6%,115-62,65.0%,915-722,55.9%,9-9,50.0%,70,75.0%,38.5%,4.7%,3.0%,61.4%,68.7%,49.7%,61.3%,45.3%,53.1%,1.17
vs Lefties,5,4,1,80.0%,9-4,69.2%,68-46,59.6%,0-0,-,5,81.0%,39.3%,6.5%,2.2%,64.0%,68.9%,56.3%,64.3%,45.0%,54.1%,1.26
vs Top 10,18,9,9,50.0%,22-22,50.0%,209-212,49.6%,2-3,40.0%,16,72.2%,31.4%,4.5%,2.4%,63.5%,66.6%,49.3%,60.3%,43.2%,51.3%,1.09
