Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Dubai F,W vs Svitolina,0.0%,-,10.5%,75.0%,19.1%,50.0%,0.0%,4.3%,11.1%,1.5%,66.7%,-3,7
2026 Dubai R16,W vs Jovic,0.0%,-,4.7%,100.0%,14.8%,30.8%,0.0%,3.4%,20.0%,1.4%,0.0%,-16,-5
2026 Australian Open SF,L vs Rybakina,0.0%,-,4.7%,85.7%,14.1%,20.8%,0.0%,17.8%,0.0%,1.0%,0.0%,-77,-55
2026 Australian Open QF,W vs Anisimova,0.0%,-,3.8%,100.0%,15.9%,28.6%,0.0%,13.6%,22.2%,1.6%,0.0%,-41,-7
2026 Brisbane SF,L vs Kostyuk,0.0%,-,3.7%,66.7%,6.5%,14.3%,0.0%,8.6%,25.0%,0.8%,0.0%,-30,-50
2025 Riyadh Finals SF,L vs Rybakina,0.0%,-,4.2%,75.0%,13.9%,27.3%,0.0%,6.8%,11.1%,0.5%,0.0%,3,2
2025 Riyadh Finals RR,W vs Paolini,0.0%,-,6.6%,57.1%,22.0%,45.5%,0.0%,14.3%,50.0%,0.0%,-,45,68
2025 Riyadh Finals RR,L vs Sabalenka,0.0%,-,9.1%,75.0%,17.4%,29.4%,0.0%,7.3%,60.0%,0.9%,0.0%,1,3
2025 Riyadh Finals RR,W vs Gauff,0.0%,-,8.2%,76.5%,6.4%,14.3%,0.0%,7.7%,9.5%,0.6%,50.0%,-25,-15
2025 Wuhan F,L vs Gauff,0.0%,-,7.1%,40.0%,7.4%,26.7%,0.0%,5.1%,16.0%,2.0%,14.3%,-69,-58
2025 Wuhan SF,W vs Sabalenka,0.0%,-,7.8%,62.5%,15.8%,25.0%,0.0%,12.5%,42.9%,2.5%,57.1%,-30,-4
2025 Wuhan QF,W vs Siniakova,0.0%,-,9.8%,69.2%,4.5%,13.0%,0.0%,6.3%,22.7%,1.4%,25.0%,-48,-33
2025 Wuhan R16,W vs Alexandrova,0.0%,-,2.7%,40.0%,6.3%,19.0%,0.0%,6.3%,27.3%,1.0%,33.3%,-31,-24
2025 Beijing SF,L vs Noskova,0.0%,-,6.9%,46.7%,13.9%,25.8%,0.0%,10.6%,30.0%,1.5%,0.0%,-29,-26
2025 BJK Cup Finals RR,L vs Paolini,0.0%,-,7.4%,44.4%,9.0%,5.9%,0.0%,2.1%,20.0%,0.0%,-,-68,-71
2025 BJK Cup Finals RR,L vs Rybakina,0.0%,-,0.9%,100.0%,13.6%,46.2%,0.0%,6.4%,25.0%,1.2%,50.0%,5,-17
2025 US Open SF,L vs Sabalenka,0.0%,-,12.4%,68.2%,17.6%,16.7%,0.0%,18.4%,57.1%,2.5%,16.7%,-31,4
2025 US Open QF,W vs Krejcikova,0.0%,-,5.8%,71.4%,23.7%,11.8%,0.0%,8.9%,16.7%,0.0%,-,65,55
2025 Cincinnati R32,L vs Linette,0.0%,-,5.1%,70.0%,21.3%,37.5%,0.0%,9.8%,23.5%,1.1%,0.0%,24,30
2025 Wimbledon R128,L vs Cocciaretto,0.0%,-,3.3%,66.7%,8.0%,25.0%,0.0%,12.1%,20.0%,0.7%,100.0%,21,42
Last 52 Weeks (26 matches),,0.0%,-,7.1%,67.9%,12.7%,24.0%,0.0%,8.9%,24.9%,1.7%,29.2%,-19,-10
Career (142 matches),,0.0%,50.0%,7.6%,64.6%,13.4%,23.5%,14.4%,9.9%,26.2%,1.5%,32.1%,-15,-7
