Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,4,1,3,25.0%,4-7,36.4%,49-60,45.0%,1-1,50.0%,4,53.8%,36.4%,2.9%,3.2%,63.9%,59.2%,42.3%,53.1%,41.9%,47.5%,0.89,R16 (W50 Birmingham)
2024,61,38,23,62.3%,85-52,62.0%,688-562,55.0%,6-5,54.5%,1,14.3%,0.0%,0.0%,8.6%,65.7%,34.8%,16.7%,28.6%,27.0%,27.8%,0.38,W (W35 Santarem)
2023,50,34,16,68.0%,74-35,67.9%,569-432,56.8%,8-3,72.7%,0,,,,,,,,,,,,W (3x)
2022,50,35,15,70.0%,74-38,66.1%,569-458,55.4%,7-4,63.6%,0,,,,,,,,,,,,W (4x)
2021,30,20,10,66.7%,45-20,69.2%,341-237,59.0%,2-2,50.0%,0,,,,,,,,,,,,W (W15 Cancun)
2020,6,3,3,50.0%,9-7,56.3%,82-67,55.0%,1-0,100.0%,0,,,,,,,,,,,,QF (W15 Cancun)
2019,23,16,7,69.6%,34-16,68.0%,259-157,62.3%,0-2,0.0%,0,,,,,,,,,,,,F (2x)
2016,3,2,1,66.7%,4-2,66.7%,33-26,55.9%,1-0,100.0%,0,,,,,,,,,,,,QF (Victoria BC $10K)
2015,3,2,1,66.7%,5-2,71.4%,36-31,53.7%,2-0,100.0%,0,,,,,,,,,,,,QF (Victoria BC $10K)
2014,5,3,2,60.0%,6-4,60.0%,48-33,59.3%,0-0,-,0,,,,,,,,,,,,SF (Victoria BC 10K)
Career,235,154,81,65.5%,340-183,65.0%,2674-2063,56.4%,28-17,62.2%,5,49.2%,32.8%,2.7%,3.7%,64.1%,56.8%,40.0%,50.8%,40.5%,45.6%,0.82,
