Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 Wimbledon R128,L vs Ruud,50% (13/26),25% (2/8),1/2,0/0,45% (5/11),4/7,2/3,- (0/0),- (0/0)
2022 Brest CH R32,L vs Simon,50% (5/10),50% (1/2),0/0,0/0,75% (12/16),0/2,0/1,- (0/0),- (0/0)
2019 M25 Ajaccio R16,W vs Mertens,50% (7/14),50% (5/10),2/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 M25 Ajaccio R32,W vs Tessa,82% (9/11),50% (5/10),2/4,1/3,17% (1/6),1/2,0/0,40% (2/5),83% (5/6)
2019 M25 Toulouse R16,W vs Bax,50% (10/20),67% (8/12),2/2,1/1,40% (2/5),0/2,0/0,- (0/0),- (0/0)
2019 M25 Toulouse R32,W vs Tchoutakian,50% (6/12),43% (6/14),2/4,1/2,33% (2/6),0/1,0/0,100% (6/6),17% (1/6)
2019 Bordeaux CH R32,L vs Mager,78% (7/9),20% (1/5),1/1,0/0,64% (9/14),0/2,0/1,- (0/0),- (0/0)
2019 Bordeaux CH R64,W vs Brancaccio,47% (8/17),36% (5/14),2/3,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula R16,L vs Satral,86% (6/7),22% (2/9),0/0,0/0,50% (5/10),2/4,2/3,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula R32,W vs Zhu,43% (6/14),67% (6/9),2/2,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula SF,W vs Torebko,58% (7/12),50% (6/12),2/3,1/1,73% (8/11),0/0,0/0,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula QF,W vs Martineau,50% (5/10),54% (7/13),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula R16,W vs Santanna,54% (7/13),100% (5/5),2/4,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula R32,W vs Hampel,47% (8/17),50% (7/14),2/3,1/1,58% (7/12),0/1,0/0,- (0/0),- (0/0)
2019 M25 Santa Margherita Di Pula R16,L vs Sinner,23% (3/13),100% (1/1),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 M15 Loule R32,L vs Ehrat,73% (8/11),33% (1/3),0/0,0/0,60% (3/5),3/5,2/3,40% (2/5),20% (1/5)
2019 Cherbourg CH R32,L vs Bolelli,55% (6/11),0% (0/1),0/0,0/0,50% (3/6),2/4,2/3,- (0/0),- (0/0)
2019 Cherbourg CH R64,W vs Ojeda Lara,39% (9/23),47% (7/15),2/2,1/1,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2019 M15 Sharm El Sheikh F,L vs Maamoun,44% (4/9),0% (0/1),0/0,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2019 M15 Sharm El Sheikh R16,W vs Michalski,55% (11/20),67% (6/9),2/2,1/1,0% (0/4),1/2,0/0,- (0/0),- (0/0)
2023 (1 matches),,50.0%,25.0%,50.0%,-,45.5%,57.1%,66.7%,-,-
2022 (1 matches),,50.0%,50.0%,-,-,75.0%,0.0%,0.0%,-,-
2019 (22 matches),,53.3%,50.6%,74.4%,82.4%,50.0%,30.3%,42.9%,52.4%,38.1%
2017 (6 matches),,67.0%,44.1%,54.5%,100.0%,61.1%,47.6%,54.5%,62.5%,44.4%
2016 (4 matches),,69.0%,52.2%,100.0%,100.0%,36.4%,14.3%,25.0%,50.0%,0.0%
Career (40 matches),,58.5%,45.7%,53.3%,60.0%,53.8%,41.7%,43.6%,56.8%,37.7%
