Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Wimbledon R128,L vs Ruud,3.5,3.3,3.7,44.2%,39.2%,47.1%,53.8%,58.5%,50.8%,10.5,7.4,-12.0,-20.3
2022 Brest CH R32,L vs Simon,5.2,5.2,5.3,39.4%,40.9%,53.3%,40.0%,51.6%,17.1%,3.0,2.2,-6.5,-5.6
Career (2 matches),,4.1,4.0,4.2,42.7%,39.7%,50.0%,45.5%,55.1%,33.0%,6.8,4.9,-9.3,-10.6
