Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2007,794,16,,,,,,,,,,,,
2006,848,14,,,,,,,,,1637,2,,
2005,897,11,,,,,,,,,,,,
2004,62,630,70,1756,67,1700,64,1718,51,1668,192,245,,
2003,52,698,49,1812,46,1752,49,1758,44,1674,160,310,,
2002,90,443,55,1802,44,1787,61,1734,54,1646,552,55,,
2001,25,1155,27,1897,25,1842,38,1821,29,1720,455,80,,
2000,30,1060,41,1858,37,1791,39,1809,44,1684,393,100,,
1999,36,1008,46,1831,59,1742,35,1822,68,1629,216,276,,
1998,36,999,61,1800,47,1758,55,1767,67,1625,770,29,,
1997,38,960,100,1735,89,1693,72,1730,92,1572,185,341,,
1996,79,605,116,1706,101,1676,88,1712,102,1566,386,119,,
1995,141,,172,1611,146,1606,158,1590,,,830,21,,
1994,184,,174,1610,172,1552,171,1571,,,759,27,,
1993,344,,,,,,,,,,586,43,,
1992,536,,,,,,,,,,951,6,,
1991,1106,2,,,,,,,,,930,6,,
