Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,170,82,88,48.2%,212-230,48.0%,2120-2169,49.4%,34-36,48.6%,162,77.1%,22.3%,5.3%,2.8%,58.2%,70.1%,51.0%,62.1%,36.9%,49.6%,0.98
Clay,184,92,92,50.0%,253-227,52.7%,2261-2223,50.4%,35-22,61.4%,160,69.5%,29.6%,4.3%,2.2%,55.4%,65.7%,49.7%,58.5%,41.1%,49.8%,0.99
Grass,35,18,17,51.4%,49-54,47.6%,508-519,49.5%,10-11,47.6%,35,78.3%,20.8%,5.2%,3.2%,60.6%,70.5%,50.4%,62.5%,36.5%,49.6%,0.98
Carpet,58,29,29,50.0%,67-77,46.5%,652-734,47.0%,11-9,55.0%,53,76.4%,17.3%,6.2%,3.0%,56.3%,71.5%,50.7%,62.4%,34.8%,48.7%,0.93
Grand Slams,81,46,35,56.8%,158-135,53.9%,1470-1377,51.6%,25-27,48.1%,81,78.5%,24.6%,5.1%,2.4%,58.7%,71.1%,50.6%,62.6%,38.2%,50.5%,1.02
Masters,99,49,50,49.5%,107-113,48.6%,980-1063,48.0%,14-8,63.6%,96,70.9%,25.1%,4.8%,2.7%,55.7%,65.7%,50.7%,59.0%,39.1%,49.0%,0.96
Other Tours,237,107,130,45.1%,256-300,46.0%,2584-2765,48.3%,41-38,51.9%,233,73.4%,23.7%,5.0%,2.8%,56.9%,68.5%,50.2%,60.6%,37.9%,49.2%,0.96
Best of 5,105,59,46,56.2%,205-176,53.8%,1894-1774,51.6%,31-31,50.0%,82,78.3%,24.4%,5.1%,2.4%,58.6%,70.9%,50.7%,62.5%,38.2%,50.4%,1.02
Best of 3,342,162,180,47.4%,376-412,47.7%,3647-3871,48.5%,59-47,55.7%,328,72.8%,24.2%,5.0%,2.7%,56.6%,67.8%,50.3%,60.2%,38.2%,49.2%,0.96
Finals,3,1,2,33.3%,3-6,33.3%,38-43,46.9%,0-1,0.0%,3,64.1%,31.7%,2.3%,1.9%,58.4%,59.5%,52.3%,56.5%,39.5%,48.1%,0.91
Semi-finals,11,3,8,27.3%,9-16,36.0%,110-135,44.9%,2-1,66.7%,11,70.3%,20.2%,3.9%,2.0%,56.7%,64.9%,51.8%,59.2%,36.5%,47.8%,0.89
Quarter-finals,34,11,23,32.4%,30-54,35.7%,372-447,45.4%,8-9,47.1%,34,71.6%,20.1%,4.7%,2.7%,57.6%,69.3%,46.8%,59.8%,37.3%,48.1%,0.93
vs Righties,394,191,203,48.5%,504-525,49.0%,4853-5002,49.2%,79-70,53.0%,362,73.7%,24.0%,4.9%,2.7%,57.5%,68.5%,50.0%,60.6%,38.2%,49.4%,0.97
vs Lefties,53,30,23,56.6%,77-63,55.0%,688-643,51.7%,11-8,57.9%,48,79.0%,26.1%,5.6%,2.2%,55.1%,70.5%,53.1%,62.7%,38.5%,51.0%,1.03
vs Top 10,53,16,37,30.2%,48-93,34.0%,600-747,44.5%,8-11,42.1%,47,74.3%,17.8%,4.8%,2.5%,55.3%,68.2%,51.8%,60.9%,34.1%,47.6%,0.87
