Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,20,12,8,60.0%,11,6,5,54.5%,1997,2004,QF,20,0.98,5.5%,2.5%,57.8%,72.1%,48.1%,62.0%,37.4%,65.5%,44.8%
Roland Garros,8,Clay,24,16,8,66.7%,9,7,2,77.8%,1997,2004,QF,24,1.09,4.6%,1.9%,56.2%,69.5%,51.7%,61.7%,41.7%,64.1%,41.6%
Wimbledon,9,Grass,18,9,9,50.0%,15,5,10,33.3%,1996,2004,R32,18,0.98,5.4%,2.8%,61.6%,70.4%,49.7%,62.5%,36.9%,59.0%,46.5%
US Open,10,Hard,19,9,10,47.4%,17,7,10,41.2%,1995,2004,R32,19,1.01,5.2%,2.7%,60.0%,72.5%,52.3%,64.4%,35.9%,62.4%,39.1%
Olympics,2,,2,0,2,0.0%,0,0,0,-,1996,2004,R64,0,,,,,,,,,,
Davis Cup,12,,30,19,11,63.3%,15,10,5,66.7%,1993,2004,,0,,,,,,,,,,
Casablanca,9,Clay,21,13,8,61.9%,7,5,2,71.4%,1994,2005,W,21,1.05,3.4%,2.1%,55.8%,63.6%,47.8%,56.6%,45.7%,49.7%,50.3%
Doha,7,Hard,17,9,8,52.9%,8,7,1,87.5%,1996,2004,SF,17,0.95,5.8%,3.5%,57.5%,69.8%,50.5%,61.6%,36.5%,60.7%,35.9%
Monte Carlo Masters,7,Clay,17,10,7,58.8%,3,3,0,100.0%,1997,2004,F,16,1.00,5.5%,3.0%,51.3%,62.4%,52.0%,57.3%,42.8%,56.2%,38.4%
Hamburg Masters,7,Clay,16,9,7,56.3%,4,3,1,75.0%,1997,2004,QF,16,1.01,4.1%,2.5%,53.9%,65.5%,49.8%,58.3%,42.1%,57.5%,36.4%
Lyon,7,Carpet,15,8,7,53.3%,8,3,5,37.5%,1997,2004,SF,15,0.95,4.9%,1.9%,59.4%,68.7%,52.2%,62.0%,36.2%,58.7%,33.6%
Rome Masters,7,Clay,12,5,7,41.7%,2,0,2,0.0%,1997,2004,R32,12,0.92,4.0%,2.2%,57.6%,61.5%,50.5%,56.8%,39.9%,50.0%,43.2%
