Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2005,2,0,2,0.0%,0-4,0.0%,10-25,28.6%,0-0,-,2,52.9%,5.6%,3.4%,1.7%,56.8%,59.7%,43.1%,52.5%,26.9%,40.3%,0.57,R32 (Casablanca)
2004,34,15,19,44.1%,44-51,46.3%,453-473,48.9%,7-10,41.2%,32,78.3%,21.2%,4.8%,2.1%,62.2%,68.2%,52.5%,62.2%,37.1%,49.7%,0.98,QF (2x)
2003,43,23,20,53.5%,59-52,53.2%,556-530,51.2%,13-7,65.0%,39,76.7%,23.5%,3.9%,2.1%,59.7%,69.6%,53.0%,62.9%,37.8%,50.1%,1.02,SF (2x)
2002,36,12,24,33.3%,34-51,40.0%,360-417,46.3%,3-4,42.9%,33,71.8%,23.3%,4.5%,2.5%,57.7%,67.4%,49.5%,59.9%,38.4%,49.1%,0.96,SF (Stockholm)
2001,60,34,26,56.7%,79-72,52.3%,736-747,49.6%,17-10,63.0%,55,74.8%,25.5%,5.3%,1.8%,58.5%,68.0%,52.0%,61.4%,38.8%,50.0%,1.01,F (Monte Carlo Masters)
2000,59,32,27,54.2%,87-74,54.0%,791-747,51.4%,5-10,33.3%,57,78.3%,24.3%,5.6%,2.8%,58.3%,69.8%,50.8%,61.9%,38.5%,50.1%,1.01,SF (2x)
1999,58,31,27,53.4%,75-75,50.0%,693-710,49.4%,14-10,58.3%,52,72.1%,23.4%,5.0%,2.6%,55.9%,67.6%,49.8%,59.8%,37.5%,48.8%,0.93,F (Merano)
1998,53,25,28,47.2%,75-72,51.0%,705-697,50.3%,7-11,38.9%,50,73.9%,26.6%,5.3%,2.7%,55.2%,69.7%,49.9%,60.8%,39.1%,49.9%,1.00,QF (3x)
1997,53,26,27,49.1%,67-70,48.9%,629-649,49.2%,9-6,60.0%,51,71.2%,27.4%,5.3%,3.6%,53.7%,69.8%,47.7%,59.5%,39.7%,49.8%,0.98,W (Casablanca)
1996,35,17,18,48.6%,43-47,47.8%,426-453,48.5%,8-7,53.3%,32,72.6%,22.7%,4.9%,3.7%,56.1%,68.6%,49.1%,60.1%,37.4%,48.8%,0.94,SF (Doha)
1995,9,3,6,33.3%,11-15,42.3%,123-142,46.4%,5-2,71.4%,6,71.6%,14.6%,3.7%,3.5%,51.6%,68.1%,53.4%,61.0%,32.0%,47.1%,0.82,R16 (Dubai)
1994,4,3,1,75.0%,7-2,77.8%,50-36,58.1%,2-1,66.7%,1,44.4%,22.2%,1.3%,0.0%,55.3%,47.6%,47.1%,47.4%,42.0%,44.8%,0.80,
1993,1,0,1,0.0%,0-3,0.0%,9-19,32.1%,0-0,-,0,,,,,,,,,,,,
Career,447,221,226,49.4%,581-588,49.7%,5541-5645,49.5%,90-78,53.6%,410,74.3%,24.2%,5.0%,2.6%,57.2%,68.7%,50.4%,60.9%,38.2%,49.6%,0.98,
