Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Australian Open F,W vs Collins,3.4,2.7,4.2,57.3%,55.2%,45.5%,33.3%,52.6%,77.1%,10.0,12.5,2.0,11.1
2022 Australian Open SF,W vs Keys,3.4,3.0,3.7,60.0%,75.0%,57.1%,0.0%,63.4%,81.1%,18.5,22.6,-1.0,-11.1
2022 Australian Open QF,W vs Pegula,4.1,3.1,4.9,55.8%,76.7%,33.3%,80.0%,51.1%,74.4%,7.0,8.0,1.5,7.1
2022 Australian Open R16,W vs Anisimova,3.1,2.8,3.2,52.3%,65.5%,50.0%,75.0%,46.9%,77.9%,12.5,19.8,-0.5,-2.9
2022 Australian Open R32,W vs Giorgi,2.8,2.8,2.8,65.2%,42.1%,100.0%,0.0%,49.5%,89.8%,3.0,6.5,-1.0,-20.0
2022 Australian Open R64,W vs Bronzetti,4.1,3.2,5.2,74.4%,56.3%,66.7%,75.0%,58.1%,77.8%,7.0,9.7,-1.5,-12.5
2022 Australian Open R128,W vs Tsurenko,4.4,3.9,4.9,62.8%,68.2%,66.7%,77.8%,63.5%,72.4%,9.0,9.5,3.5,21.9
2022 Adelaide F,W vs Rybakina,3.4,3.6,3.1,58.8%,66.7%,63.6%,33.3%,59.2%,78.4%,16.0,23.5,-0.5,-5.0
2022 Adelaide SF,W vs Swiatek,3.8,3.8,3.8,58.3%,60.7%,33.3%,60.0%,48.4%,54.1%,12.0,14.0,-2.0,-5.0
2022 Adelaide QF,W vs Kenin,2.9,2.1,3.5,59.0%,75.0%,30.8%,50.0%,44.9%,82.7%,6.5,12.5,1.0,7.7
2021 US Open R32,L vs Rogers,5.0,4.4,5.6,48.4%,53.1%,61.9%,48.3%,56.1%,69.2%,13.5,6.7,-5.0,-10.6
2021 Cincinnati F,W vs Teichmann,3.9,3.3,4.2,59.4%,54.5%,72.7%,62.5%,52.8%,66.7%,11.5,13.1,0.5,1.9
2021 Cincinnati R16,W vs Azarenka,4.0,3.5,4.6,71.7%,60.7%,27.3%,33.3%,42.3%,64.4%,13.5,18.5,-3.0,-8.6
2021 Wimbledon F,W vs Pliskova,4.5,4.1,5.0,47.1%,55.6%,58.3%,66.7%,60.3%,82.9%,10.5,6.7,2.0,12.5
2021 Wimbledon SF,W vs Kerber,4.2,4.1,4.2,61.0%,39.4%,61.1%,50.0%,51.9%,77.5%,14.0,12.1,0.5,2.1
2021 Wimbledon QF,W vs Tomljanovic,4.0,3.1,4.7,58.9%,66.7%,55.0%,60.0%,63.9%,76.9%,20.5,18.6,1.5,10.7
2021 Wimbledon R16,W vs Krejcikova,3.4,3.3,3.5,54.6%,47.1%,75.0%,60.0%,48.8%,72.1%,5.5,6.2,1.5,6.3
2021 Wimbledon R128,W vs Suarez Navarro,4.3,3.1,5.6,60.2%,64.1%,36.4%,66.7%,47.4%,71.9%,11.5,9.0,2.5,6.0
2021 Madrid F,L vs Sabalenka,3.0,3.0,3.0,46.8%,48.6%,28.6%,50.0%,54.6%,72.2%,6.5,8.2,-2.5,-12.5
2021 Madrid QF,W vs Kvitova,3.3,3.2,3.3,53.2%,54.8%,66.7%,33.3%,37.8%,61.7%,5.5,8.1,1.0,2.4
Career (125 matches),,4.0,3.7,4.3,53.2%,52.9%,53.1%,53.9%,51.3%,54.7%,9.1,7.9,-0.7,-1.4
