Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R32,L vs Rogers,95.8,102.0,7.1,106.7,97.3,113,86,85.6,2.8,88.0,85.7,91,79
2021 US Open R64,W vs Tauson,96.2,103.5,8.8,108.8,96.1,113,83,83.0,6.1,92.5,79.5,94,67
2021 US Open R128,W vs Zvonareva,97.8,105.0,6.9,109.1,98.9,115,93,86.5,2.8,92.5,87.2,95,83
2021 Wimbledon F,W vs Pliskova,97.9,103.4,4.7,105.2,100.3,112,93,87.3,3.5,88.5,92.0,93,80
2021 Wimbledon SF,W vs Kerber,96.2,102.5,6.8,107.0,96.1,113,83,87.4,2.7,88.0,88.6,92,82
2021 Wimbledon QF,W vs Tomljanovic,98.9,103.8,4.9,106.4,99.0,110,93,90.9,3.2,91.0,91.0,98,84
2021 Wimbledon R16,W vs Krejcikova,97.8,104.2,4.7,106.7,101.2,111,94,89.4,3.7,90.8,88.2,97,85
2021 Wimbledon R32,W vs Siniakova,98.9,105.5,4.7,107.5,104.8,115,97,88.2,3.4,89.4,88.8,98,83
2021 Wimbledon R64,W vs Blinkova,94.2,101.3,4.4,103.4,96.6,109,94,85.3,4.1,,81.4,91,79
2021 Wimbledon R128,W vs Suarez Navarro,99.5,104.6,4.6,105.9,103.3,112,95,88.3,3.4,91.0,86.4,98,83
2019 US Open R16,L vs Wang,96.1,100.8,7.5,105.5,98.3,110,83,84.9,4.9,,84.4,95,78
2019 US Open R32,W vs Sakkari,94.1,102.3,7.9,106.4,96.0,112,84,85.9,3.7,87.8,86.7,92,78
2019 US Open R64,W vs Davis,96.2,103.3,5.6,105.9,99.6,112,89,87.1,4.1,87.7,88.8,95,79
2019 US Open R128,W vs Diyas,93.7,103.1,5.6,104.5,101.7,111,87,86.1,3.9,89.7,85.0,97,79
2019 Wimbledon R16,L vs Riske Amritraj,96.9,103.8,5.4,106.7,100.1,113,92,89.3,3.3,92.8,88.0,98,84
2019 Wimbledon R32,W vs Dart,101.6,107.6,5.1,109.6,103.8,113,95,89.1,3.3,89.0,86.7,94,84
2019 Wimbledon R64,W vs Van Uytvanck,98.3,105.8,4.8,107.8,100.8,114,97,88.8,2.7,91.5,95.0,95,84
2019 Wimbledon R128,W vs Zheng,98.2,104.8,6.4,108.0,100.5,115,95,88.2,3.8,88.4,86.0,98,82
2019 Roland Garros F,W vs Vondrousova,96.7,101.0,7.0,,,112,85,86.8,2.9,,,91,82
2019 Roland Garros SF,W vs Anisimova,94.4,99.8,4.8,,,109,88,88.2,3.8,,,98,80
Career (45 matches),,95.8,102.0,6.3,105.5,99.1,115,71,86.8,3.8,89.0,86.3,99,66
