Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,183,135,48,73.8%,283-135,67.7%,2217-1688,56.8%,26-15,63.4%,176,79.1%,36.4%,8.7%,4.3%,58.7%,72.1%,49.7%,62.8%,44.0%,53.4%,1.18
Clay,53,36,17,67.9%,78-44,63.9%,615-486,55.9%,3-2,60.0%,51,78.9%,36.7%,6.8%,4.2%,58.8%,70.3%,50.7%,62.2%,43.5%,52.9%,1.15
Grass,44,35,9,79.5%,70-26,72.9%,532-369,59.0%,2-6,25.0%,44,83.3%,37.0%,9.5%,4.7%,61.1%,74.7%,50.2%,65.2%,43.8%,54.2%,1.26
Grand Slams,81,57,24,70.4%,120-60,66.7%,927-704,56.8%,7-8,46.7%,76,81.5%,40.1%,9.2%,4.5%,58.8%,73.0%,49.3%,63.2%,44.6%,53.8%,1.21
Premiers,108,84,24,77.8%,170-80,68.0%,1338-1034,56.4%,15-8,65.2%,107,78.7%,33.7%,8.1%,4.5%,59.3%,72.2%,50.2%,63.2%,43.0%,53.0%,1.17
Internationals,32,22,10,68.8%,48-23,67.6%,375-274,57.8%,3-4,42.9%,32,84.2%,39.9%,7.8%,3.6%,61.6%,71.3%,52.4%,64.0%,43.7%,53.7%,1.22
Finals,21,15,6,71.4%,34-15,69.4%,263-205,56.2%,4-3,57.1%,20,78.3%,33.9%,9.4%,3.5%,61.1%,70.4%,51.8%,63.2%,43.2%,52.8%,1.17
Semi-finals,28,20,8,71.4%,41-24,63.1%,348-285,55.0%,4-4,50.0%,28,80.3%,28.9%,8.5%,3.9%,59.6%,72.7%,52.0%,64.4%,40.2%,52.3%,1.13
Quarter-finals,36,26,10,72.2%,52-29,64.2%,432-344,55.7%,7-5,58.3%,36,79.8%,33.1%,8.0%,4.1%,60.6%,72.2%,51.0%,63.8%,42.8%,52.9%,1.18
vs Righties,251,184,67,73.3%,383-187,67.2%,3006-2281,56.9%,26-22,54.2%,242,79.5%,36.8%,8.6%,4.4%,58.9%,72.3%,49.9%,63.1%,43.9%,53.5%,1.19
vs Lefties,29,22,7,75.9%,48-18,72.7%,358-262,57.7%,5-1,83.3%,29,81.6%,34.7%,7.5%,3.9%,60.8%,70.7%,50.7%,62.9%,43.5%,53.1%,1.17
vs Top 10,48,26,22,54.2%,59-56,51.3%,561-538,51.0%,8-5,61.5%,46,76.5%,27.1%,7.0%,4.0%,60.9%,70.1%,46.7%,60.9%,39.8%,50.5%,1.02
