Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,11,11,0,100.0%,22-1,95.7%,138-60,69.7%,1-0,100.0%,11,94.1%,44.2%,12.4%,3.1%,61.0%,79.1%,57.4%,70.6%,46.9%,58.7%,1.60,W (2x)
2021,50,42,8,84.0%,86-27,76.1%,620-419,59.7%,7-4,63.6%,49,80.1%,39.6%,10.1%,4.9%,59.0%,74.8%,48.9%,64.2%,45.4%,54.7%,1.27,W (5x)
2020,14,11,3,78.6%,23-11,67.6%,190-136,58.3%,2-3,40.0%,14,81.6%,34.8%,7.7%,2.5%,60.9%,73.5%,49.4%,64.1%,43.5%,53.9%,1.21,W (Adelaide)
2019,70,57,13,81.4%,121-45,72.9%,914-634,59.0%,8-6,57.1%,69,79.8%,37.8%,9.4%,4.3%,58.1%,72.8%,50.8%,63.6%,44.6%,54.0%,1.22,W (4x)
2018,65,46,19,70.8%,95-48,66.4%,762-593,56.2%,4-3,57.1%,65,79.1%,32.5%,7.5%,4.6%,58.5%,71.9%,51.9%,63.6%,43.3%,53.2%,1.19,W (2x)
2017,46,31,15,67.4%,65-41,61.3%,543-442,55.1%,8-3,72.7%,45,75.6%,36.0%,7.3%,4.1%,61.0%,70.0%,47.8%,61.3%,43.8%,52.7%,1.13,W (Kuala Lumpur)
2016,3,2,1,66.7%,4-3,57.1%,40-29,58.0%,0-2,0.0%,3,84.8%,35.3%,9.3%,5.1%,65.9%,73.0%,46.6%,64.0%,43.1%,52.5%,1.20,QF (Nottingham)
2014,7,1,6,14.3%,3-10,23.1%,48-76,38.7%,0-1,0.0%,4,-,-,3.8%,4.8%,58.1%,63.4%,48.5%,57.1%,35.5%,47.2%,0.83,R16 (Brisbane)
2013,10,5,5,50.0%,12-11,52.2%,88-105,45.6%,1-0,100.0%,7,-,-,4.6%,3.5%,55.2%,62.4%,47.3%,55.6%,38.5%,46.9%,0.87,QF (Kuala Lumpur)
2012,4,0,4,0.0%,0-8,0.0%,21-49,30.0%,0-1,0.0%,4,-,-,4.5%,8.5%,58.1%,60.1%,34.0%,49.2%,32.4%,41.4%,0.64,R32 (Hobart)
Career,280,206,74,73.6%,431-205,67.8%,3364-2543,56.9%,31-23,57.4%,271,79.7%,36.6%,8.5%,4.3%,59.1%,72.2%,50.0%,63.1%,43.9%,53.4%,1.19,
