Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Australian Open F,W vs Collins,0.0%,-,4.6%,83.3%,23.8%,33.3%,50.0%,5.9%,100.0%,1.1%,0.0%,-25,61
2022 Australian Open SF,W vs Keys,0.0%,-,5.8%,66.7%,27.4%,38.1%,33.3%,0.0%,0.0%,0.0%,-,50,97
2022 Australian Open QF,W vs Pegula,0.0%,-,6.9%,85.7%,18.6%,18.2%,0.0%,25.0%,0.0%,0.5%,100.0%,43,82
2022 Australian Open R16,W vs Anisimova,0.0%,-,3.9%,100.0%,22.9%,50.0%,50.0%,12.5%,50.0%,0.7%,0.0%,9,56
2022 Australian Open R32,W vs Giorgi,0.0%,-,1.1%,100.0%,14.6%,23.1%,0.0%,0.0%,0.0%,0.0%,-,-74,67
2022 Australian Open R64,W vs Bronzetti,0.0%,-,7.9%,83.3%,18.3%,25.0%,40.0%,9.1%,0.0%,0.8%,100.0%,92,146
2022 Australian Open R128,W vs Tsurenko,0.0%,-,4.8%,75.0%,14.3%,14.3%,0.0%,8.3%,0.0%,0.6%,100.0%,36,26
2022 Adelaide F,W vs Rybakina,0.0%,-,2.1%,100.0%,22.6%,12.5%,50.0%,11.1%,0.0%,0.8%,100.0%,-47,12
2022 Adelaide SF,W vs Swiatek,0.0%,-,1.7%,100.0%,27.0%,52.9%,0.0%,0.0%,0.0%,0.0%,-,-50,-17
2022 Adelaide QF,W vs Kenin,0.0%,-,5.1%,83.3%,24.3%,66.7%,0.0%,0.0%,0.0%,0.0%,-,-15,75
2021 US Open R32,L vs Rogers,0.0%,-,6.9%,66.7%,15.8%,26.5%,17.6%,6.8%,9.1%,1.3%,40.0%,31,43
2021 Cincinnati F,W vs Teichmann,0.0%,-,5.7%,100.0%,22.4%,50.0%,20.0%,9.5%,0.0%,1.7%,33.3%,53,74
2021 Cincinnati R16,W vs Azarenka,0.0%,-,5.0%,100.0%,25.0%,57.1%,33.3%,4.3%,14.3%,1.1%,0.0%,55,55
2021 Wimbledon F,W vs Pliskova,0.0%,-,7.8%,53.8%,13.3%,14.7%,14.3%,20.0%,100.0%,0.3%,100.0%,-24,3
2021 Wimbledon SF,W vs Kerber,0.0%,-,8.6%,66.7%,19.6%,31.0%,7.7%,11.8%,0.0%,0.4%,100.0%,-24,10
2021 Wimbledon QF,W vs Tomljanovic,0.0%,-,6.9%,85.7%,23.3%,37.5%,25.0%,9.1%,0.0%,0.0%,-,71,106
2021 Wimbledon R16,W vs Krejcikova,0.0%,-,4.7%,57.1%,13.7%,21.4%,0.0%,22.2%,50.0%,0.5%,0.0%,16,53
2021 Wimbledon R128,W vs Suarez Navarro,0.0%,-,13.8%,72.7%,19.4%,23.1%,12.5%,12.9%,20.0%,1.0%,33.3%,40,82
2021 Madrid F,L vs Sabalenka,1.4%,0.0%,3.9%,66.7%,17.2%,30.0%,0.0%,25.0%,100.0%,4.0%,57.1%,35,16
2021 Madrid QF,W vs Kvitova,0.0%,-,5.6%,55.6%,13.3%,21.4%,8.3%,0.0%,0.0%,1.0%,50.0%,-80,-43
Career (125 matches),,0.3%,66.7%,8.1%,73.1%,17.3%,24.7%,14.6%,6.9%,19.6%,1.0%,36.8%,15,32
