Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 Australian Open F,W vs Collins,30,16,1.9,22.9%,12.2%,19,13,1.5,16.7%,11.4%,14.0%,0.9%,1.0,12.2%,12.2%
2022 Australian Open SF,W vs Keys,18,14,1.3,17.3%,13.5%,13,14,0.9,13.4%,14.4%,13.4%,0.0%,0.3,6.7%,20.2%
2022 Australian Open QF,W vs Pegula,16,24,0.7,16.2%,24.2%,10,22,0.5,11.5%,25.3%,10.3%,1.1%,0.3,7.1%,26.3%
2022 Australian Open R16,W vs Anisimova,21,13,1.6,16.5%,10.2%,14,10,1.4,12.5%,8.9%,8.9%,3.6%,0.8,15.7%,19.7%
2022 Australian Open R32,W vs Giorgi,8,13,0.6,8.8%,14.3%,4,11,0.4,5.0%,13.8%,5.0%,0.0%,0.3,8.8%,29.7%
2022 Australian Open R64,W vs Bronzetti,19,13,1.5,25.0%,17.1%,11,11,1.0,18.3%,18.3%,13.3%,3.3%,0.6,6.6%,11.8%
2022 Australian Open R128,W vs Tsurenko,14,14,1.0,16.9%,16.9%,9,14,0.6,11.7%,18.2%,6.5%,2.6%,0.1,3.6%,25.3%
2022 Adelaide 1 F,W vs Rybakina,17,7,2.4,17.5%,7.2%,11,5,2.2,13.6%,6.2%,12.3%,1.2%,0.8,15.5%,20.6%
2022 Adelaide 1 SF,W vs Swiatek,24,17,1.4,20.2%,14.3%,17,16,1.1,17.0%,16.0%,13.0%,1.0%,0.7,17.6%,26.9%
2022 Adelaide 1 QF,W vs Kenin,30,13,2.3,25.4%,11.0%,13,11,1.2,13.4%,11.3%,9.3%,2.1%,0.6,12.7%,21.2%
2021 US Open R32,L vs Rogers,37,39,0.9,21.1%,22.3%,31,31,1.0,19.7%,19.7%,14.6%,2.5%,0.9,10.3%,11.4%
2021 US Open R64,W vs Tauson,33,26,1.3,23.6%,18.6%,22,24,0.9,18.0%,19.7%,12.3%,4.9%,0.6,10.0%,17.9%
2021 US Open R128,W vs Zvonareva,31,26,1.2,24.0%,20.2%,20,20,1.0,18.9%,18.9%,14.2%,1.9%,0.6,7.0%,12.4%
2021 Cincinnati F,W vs Teichmann,28,21,1.3,26.7%,20.0%,20,19,1.1,22.2%,21.1%,16.7%,5.6%,0.5,11.4%,23.8%
2021 Cincinnati R16,W vs Azarenka,27,22,1.2,26.7%,21.8%,21,18,1.2,24.1%,20.7%,17.2%,3.4%,0.3,6.9%,23.8%
2021 Wimbledon F,W vs Pliskova,30,29,1.0,18.1%,17.5%,23,22,1.0,16.3%,15.6%,12.8%,2.1%,0.8,16.3%,19.3%
2021 Wimbledon SF,W vs Kerber,38,16,2.4,27.1%,11.4%,30,12,2.5,24.0%,9.6%,19.2%,3.2%,0.7,11.4%,16.4%
2021 Wimbledon QF,W vs Tomljanovic,23,22,1.0,22.5%,21.6%,18,18,1.0,20.2%,20.2%,20.2%,0.0%,0.3,4.9%,19.6%
2021 Wimbledon R16,W vs Krejcikova,22,24,0.9,14.8%,16.1%,15,19,0.8,11.6%,14.7%,6.2%,3.1%,0.9,12.8%,14.8%
2021 Wimbledon R32,W vs Siniakova,26,23,1.1,17.2%,15.2%,18,23,0.8,13.3%,17.0%,10.4%,2.2%,0.9,13.9%,15.2%
Career (152 matches),,3573,4088,0.9,16.6%,19.0%,2758,3672,0.8,14.4%,19.2%,9.2%,2.6%,0.7,12.8%,19.4%
