Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Australian Open F,W vs Collins,1.20,1.48,46.6,2.2,20.0%,62.9%,12.5%,68.8%,54.3%,27.6%
2022 Australian Open SF,W vs Keys,0.98,2.24,40.7,2.1,16.7%,75.0%,4.5%,81.8%,40.0%,60.7%
2022 Australian Open QF,W vs Pegula,0.99,1.89,38.9,2.2,20.8%,79.2%,4.8%,61.9%,50.0%,60.7%
2022 Australian Open R16,W vs Anisimova,1.03,1.53,52.1,2.5,14.3%,67.9%,11.5%,69.2%,47.4%,45.7%
2022 Australian Open R32,W vs Giorgi,1.28,2.29,36.1,2.0,8.0%,80.0%,8.7%,78.3%,27.3%,47.6%
2022 Australian Open R64,W vs Bronzetti,1.31,3.14,28.6,2.1,21.7%,78.3%,15.0%,65.0%,68.4%,64.3%
2022 Australian Open R128,W vs Tsurenko,1.34,2.73,29.3,2.0,4.2%,70.8%,19.0%,66.7%,60.0%,66.7%
2022 Adelaide 1 F,W vs Rybakina,1.28,2.04,37.4,2.4,3.7%,70.4%,20.0%,80.0%,33.3%,47.6%
2022 Adelaide 1 SF,W vs Swiatek,1.02,1.63,46.9,2.5,10.7%,71.4%,14.3%,75.0%,42.4%,43.3%
2022 Adelaide 1 QF,W vs Kenin,1.12,2.79,44.7,2.0,42.3%,88.5%,27.3%,77.3%,45.7%,37.1%
2021 US Open R32,L vs Rogers,0.84,0.86,84.2,39.2,4.2%,70.8%,9.3%,53.5%,31.1%,46.2%
2021 US Open R64,W vs Tauson,0.83,1.44,52.6,2.0,17.2%,75.9%,22.2%,63.0%,60.5%,43.9%
2021 US Open R128,W vs Zvonareva,0.99,1.39,62.8,2.1,22.9%,71.4%,10.0%,63.3%,33.3%,58.1%
2021 Cincinnati F,W vs Teichmann,1.17,2.06,42.0,2.1,21.7%,73.9%,15.0%,65.0%,59.4%,46.7%
2021 Cincinnati R16,W vs Azarenka,1.31,2.09,29.8,2.1,11.5%,61.5%,12.0%,68.0%,56.0%,56.0%
2021 Wimbledon F,W vs Pliskova,1.08,1.21,56.1,2.0,6.5%,63.0%,9.3%,60.5%,36.6%,50.0%
2021 Wimbledon SF,W vs Kerber,1.16,1.47,45.2,2.3,15.8%,65.8%,5.6%,72.2%,47.1%,31.3%
2021 Wimbledon QF,W vs Tomljanovic,1.02,1.58,43.3,2.2,12.5%,58.3%,9.1%,68.2%,60.7%,53.6%
2021 Wimbledon R16,W vs Krejcikova,1.08,1.31,58.1,3.3,12.5%,62.5%,5.4%,62.2%,37.8%,54.3%
2021 Wimbledon R32,W vs Siniakova,1.05,1.32,56.1,2.3,15.0%,67.5%,5.1%,59.0%,41.7%,50.0%
2022 (10 matches),,1.13,2.00,41.3,2.2,16.3%,73.9%,13.8%,72.5%,46.5%,48.3%
2021 (28 matches),,1.03,1.32,56.8,2.6,10.8%,63.0%,8.4%,63.8%,47.0%,46.5%
2020 (10 matches),,1.01,1.25,56.9,2.4,6.0%,62.3%,6.9%,64.3%,46.6%,44.2%
2019 (73 matches),,1.04,1.28,57.6,2.8,8.1%,64.5%,6.8%,62.8%,44.3%,45.8%
2018 (63 matches),,1.02,1.21,53.2,2.6,7.9%,65.1%,6.5%,62.3%,42.1%,44.5%
Career (264 matches),,1.02,1.19,55.2,2.7,7.9%,63.3%,6.2%,61.0%,43.6%,44.2%
