Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Australian Open F,W vs Collins,78.1%,50.0%,9.4%,2/4,2.78,6.3%,80.0%,46.9%,5.0%,2.68,7.7%,81.8%,55.6%,18.2%,2.84,5.3%
2022 Australian Open SF,W vs Keys,79.3%,60.9%,0.0%,0/0,2.68,33.3%,78.0%,65.6%,0.0%,2.95,57.1%,87.5%,50.0%,0.0%,2.31,0.0%
2022 Australian Open QF,W vs Pegula,75.0%,64.3%,5.4%,3/0,2.33,20.0%,79.3%,52.2%,3.4%,2.78,35.7%,82.6%,78.9%,8.7%,1.81,0.0%
2022 Australian Open R16,W vs Anisimova,71.2%,63.5%,5.5%,2/2,2.98,6.7%,65.3%,59.4%,2.0%,2.71,9.1%,87.0%,70.0%,13.0%,3.70,0.0%
2022 Australian Open R32,W vs Giorgi,72.1%,35.5%,7.0%,1/2,2.13,14.3%,80.0%,43.8%,5.0%,1.86,33.3%,83.3%,26.7%,11.1%,2.34,0.0%
2022 Australian Open R64,W vs Bronzetti,75.8%,68.0%,3.0%,0/1,2.71,0.0%,90.0%,66.7%,0.0%,2.60,0.0%,87.5%,71.4%,12.5%,2.78,0.0%
2022 Australian Open R128,W vs Tsurenko,86.8%,69.7%,7.9%,0/3,2.52,12.1%,95.5%,66.7%,0.0%,2.39,18.8%,80.0%,75.0%,20.0%,2.64,5.9%
2022 Adelaide F,W vs Rybakina,55.6%,64.0%,6.7%,2/1,2.62,9.7%,42.1%,37.5%,10.5%,2.55,20.0%,70.8%,76.5%,4.2%,2.68,0.0%
2022 Adelaide SF,W vs Swiatek,69.8%,52.3%,0.0%,0/0,2.45,0.0%,69.2%,48.1%,0.0%,2.59,0.0%,85.0%,58.8%,0.0%,2.24,0.0%
2022 Adelaide QF,W vs Kenin,77.1%,53.7%,2.9%,1/1,2.25,38.9%,75.9%,48.8%,0.0%,1.67,71.4%,81.3%,69.2%,12.5%,2.62,18.2%
2021 US Open R32,L vs Rogers,78.6%,47.0%,3.6%,1/2,2.31,10.0%,75.5%,42.5%,0.0%,2.23,18.2%,86.7%,53.8%,10.0%,2.42,0.0%
2021 Cincinnati F,W vs Teichmann,79.0%,61.2%,1.6%,0/1,2.49,12.0%,78.9%,66.7%,0.0%,2.16,33.3%,90.5%,52.6%,4.8%,2.68,0.0%
2021 Cincinnati R16,W vs Azarenka,82.0%,61.0%,2.0%,0/1,2.25,22.6%,84.6%,60.6%,0.0%,1.90,38.9%,100.0%,62.5%,12.5%,2.76,0.0%
2021 Wimbledon F,W vs Pliskova,74.0%,49.1%,6.5%,5/0,2.72,18.0%,74.1%,45.0%,7.4%,2.50,27.0%,94.4%,58.8%,5.6%,3.05,4.2%
2021 Wimbledon SF,W vs Kerber,81.8%,42.6%,7.6%,1/4,2.46,6.1%,83.3%,43.3%,2.8%,2.21,11.5%,88.9%,41.7%,14.8%,2.76,0.0%
2021 Wimbledon QF,W vs Tomljanovic,85.7%,62.5%,3.6%,1/1,2.70,46.2%,82.4%,64.3%,5.9%,2.48,73.3%,100.0%,60.0%,0.0%,2.99,9.1%
2021 Wimbledon R16,W vs Krejcikova,73.6%,54.7%,2.8%,1/1,2.81,14.9%,73.5%,52.8%,0.0%,2.62,31.8%,89.5%,58.8%,10.5%,2.98,0.0%
2021 Wimbledon R128,W vs Suarez Navarro,92.0%,47.8%,5.3%,0/4,2.13,56.3%,93.8%,55.6%,0.0%,2.02,78.6%,88.9%,33.3%,14.8%,2.30,25.0%
2021 Madrid F,L vs Sabalenka,69.5%,49.1%,8.5%,3/4,2.77,9.6%,66.0%,45.7%,9.4%,2.91,8.1%,84.6%,54.5%,7.7%,2.43,13.3%
2021 Madrid QF,W vs Kvitova,68.4%,55.8%,18.4%,9/5,2.55,7.5%,69.2%,55.6%,13.5%,2.47,8.8%,76.2%,56.3%,33.3%,2.70,5.3%
Career (125 matches),,74.5%,51.9%,4.5%,49.3%,2.49,12.7%,75.1%,50.2%,2.8%,2.43,20.1%,84.3%,54.8%,8.3%,2.57,3.2%
