Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
05-Oct-2020,Parma CH,Clay,F,85,67,(1) Frances Tiafoe [USA] d. (5) Caruso,6-3 3-6 6-4,0.92,3.7%,0.0%,55.6%,64.4%,50.0%,4/8,2:01
30-Sep-2019,Barcelona CH,Clay,F,110,208,(4) Caruso d. Jozef Kovalik [SVK],6-4 6-2,1.31,2.3%,4.5%,56.8%,56.0%,42.1%,0/4,1:19
27-Aug-2018,Como CH,Clay,F,218,158,Caruso d. Cristian Garin [CHI],7-5 6-4,1.28,1.4%,2.7%,62.2%,60.9%,60.7%,6/9,1:42
31-Jul-2017,Biella CH,Clay,F,177,140,(5) Filip Krajinovic [SRB] d. Caruso,6-3 6-2,0.72,0.0%,0.0%,67.9%,52.6%,44.4%,5/9,1:29
17-Apr-2017,Italy F9,Clay,F,218,277,(4) Caruso d. (3) Guilherme Clezar [BRA],6-3 6-3,,,,,,,,
03-Apr-2017,Italy F7,Clay,F,227,380,(4) Caruso d. Andrea Collarini [ARG],7-5 6-3,,,,,,,,
13-Mar-2017,Italy F4,Hard,F,237,274,(2) Petr Michnev [CZE] d. (1) Caruso,7-6(3) 6-4,,,,,,,,
31-Oct-2016,Italy F36,Clay,F,295,326,(2) Stefano Travaglia [ITA] d. (1) Caruso,4-6 6-2 6-3,,,,,,,,
06-May-2013,Italy F7,Clay,F,554,353,(4) Andres Molteni [ARG] d. (6) Caruso,5-7 6-1 6-2,,,,,,,,
20-Aug-2012,Italy F23,Clay,F,789,291,(3) Jan Lennard Struff [GER] d. (WC) Caruso,6-7(3) 6-2 6-2,,,,,,,,
