Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2021 Monte Carlo R64,W vs Catarina,12.0%,18.5%,60.9%,18.1%,12.3%,20.5%,62.5%,21.4%,50.0%,64.4%,100.0%,12.5%,15.6%,57.1%,8
2019 Hamburg CH SF,L vs Van De Zandschulp,21.0%,29.6%,51.6%,29.8%,28.9%,44.4%,62.5%,44.7%,54.5%,47.8%,33.3%,11.8%,11.8%,40.0%,4
2019 Umag R16,W vs Coric,22.4%,26.3%,56.1%,29.1%,21.6%,27.5%,57.5%,31.6%,36.0%,80.8%,75.0%,26.1%,26.1%,52.9%,42
2017 Biella CH F,L vs Krajinovic,17.9%,25.0%,39.1%,21.8%,23.7%,28.9%,37.9%,29.5%,50.0%,61.1%,33.3%,5.6%,16.7%,41.2%,-79
2016 Rome R64,L vs Kyrgios,11.9%,21.4%,35.3%,15.5%,14.8%,25.9%,47.8%,20.4%,31.3%,9.1%,0.0%,8.3%,16.7%,9.1%,-45
Career (5 matches),,17.1%,24.0%,51.5%,23.3%,19.7%,28.6%,55.9%,29.3%,45.0%,59.3%,60.0%,13.4%,16.8%,43.7%,18
