Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,32,11,21,34.4%,34-55,38.2%,401-471,46.0%,4-8,33.3%,32,71.7%,20.8%,5.7%,4.1%,56.2%,67.8%,48.5%,59.3%,35.9%,47.8%,0.88
Clay,27,8,19,29.6%,20-44,31.3%,275-336,45.0%,3-7,30.0%,27,69.6%,21.6%,2.0%,2.6%,64.6%,63.7%,50.1%,58.9%,37.4%,48.1%,0.91
Grass,4,0,4,0.0%,0-10,0.0%,37-64,36.6%,0-4,0.0%,4,63.3%,13.7%,2.5%,2.5%,58.3%,56.3%,49.7%,53.5%,33.4%,43.8%,0.72
Grand Slams,16,5,11,31.3%,22-36,37.9%,251-303,45.3%,2-6,25.0%,16,70.7%,20.7%,4.1%,3.0%,61.1%,64.7%,48.6%,58.4%,36.5%,47.6%,0.88
Masters,11,3,8,27.3%,7-18,28.0%,98-136,41.9%,2-2,50.0%,11,63.2%,20.7%,3.1%,4.2%,58.3%,63.6%,45.7%,56.1%,37.1%,46.7%,0.85
Other Tours,36,11,25,30.6%,25-55,31.3%,364-432,45.7%,3-11,21.4%,36,72.3%,20.7%,4.3%,3.5%,58.9%,66.3%,50.5%,59.8%,36.0%,47.9%,0.90
Best of 5,16,5,11,31.3%,22-36,37.9%,251-303,45.3%,2-6,25.0%,16,70.7%,20.7%,4.1%,3.0%,61.1%,64.7%,48.6%,58.4%,36.5%,47.6%,0.88
Best of 3,47,14,33,29.8%,32-73,30.5%,462-568,44.9%,5-13,27.8%,47,70.2%,20.7%,4.0%,3.6%,58.7%,65.7%,49.4%,59.0%,36.2%,47.6%,0.88
Semi-finals,1,0,1,0.0%,0-1,0.0%,5-7,41.7%,0-0,-,1,66.7%,16.7%,0.0%,2.9%,58.8%,60.0%,57.1%,58.8%,29.7%,43.7%,0.72
Quarter-finals,2,1,1,50.0%,2-2,50.0%,23-18,56.1%,0-1,0.0%,2,85.0%,30.0%,7.4%,1.5%,56.3%,65.8%,64.4%,65.2%,37.7%,51.7%,1.08
vs Righties,54,17,37,31.5%,48-94,33.8%,616-757,44.9%,6-14,30.0%,54,70.3%,20.3%,4.0%,3.4%,59.3%,65.5%,48.9%,58.7%,36.1%,47.6%,0.88
vs Lefties,9,2,7,22.2%,6-15,28.6%,97-114,46.0%,1-5,16.7%,9,70.6%,23.3%,4.5%,3.6%,61.3%,64.4%,50.4%,59.0%,37.6%,48.1%,0.92
vs Top 10,4,0,4,0.0%,0-10,0.0%,23-60,27.7%,0-0,-,4,57.5%,0.0%,3.0%,3.3%,63.9%,59.3%,39.2%,52.0%,24.9%,39.2%,0.52
