Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,13,6,7,46.2%,7,4,3,57.1%,2016,2022,R64,12,0.92,5.6%,3.2%,59.0%,68.4%,48.1%,60.1%,36.6%,63.6%,35.8%
Roland Garros,6,Clay,13,7,6,53.8%,4,1,3,25.0%,2017,2022,R32,10,1.05,2.1%,2.3%,69.5%,67.0%,52.8%,62.7%,39.0%,62.1%,40.6%
Wimbledon,6,Grass,12,6,6,50.0%,6,2,4,33.3%,2016,2022,R128,8,1.04,3.2%,3.3%,60.6%,69.6%,51.4%,62.4%,39.2%,57.8%,34.5%
US Open,5,Hard,8,3,5,37.5%,1,0,1,0.0%,2017,2021,R32,7,0.90,6.6%,5.1%,60.0%,66.4%,48.4%,59.2%,36.9%,60.9%,38.0%
Rome Masters,7,Clay,8,1,7,12.5%,2,1,1,50.0%,2014,2021,R32,8,0.83,3.4%,2.6%,60.1%,62.4%,46.5%,56.1%,36.3%,53.2%,43.2%
Estoril,4,Clay,9,5,4,55.6%,4,2,2,50.0%,2016,2019,R32,9,1.00,1.5%,1.9%,71.6%,65.7%,46.2%,60.1%,39.9%,59.7%,40.0%
Sofia,4,Hard,8,3,5,37.5%,5,1,4,20.0%,2018,2022,QF,8,0.97,7.6%,2.8%,51.0%,74.3%,53.8%,64.3%,34.8%,73.4%,35.3%
Antwerp,3,Hard,8,4,4,50.0%,4,3,1,75.0%,2018,2020,R16,8,0.96,4.0%,2.8%,60.9%,70.6%,47.2%,61.4%,37.1%,56.9%,49.0%
Indian Wells Masters,3,Hard,7,4,3,57.1%,0,0,0,-,2019,2022,R64,7,1.06,4.5%,2.8%,59.3%,70.0%,51.4%,62.4%,39.9%,63.0%,48.4%
Monte Carlo Masters,2,Clay,5,3,2,60.0%,3,2,1,66.7%,2016,2021,R32,5,1.10,2.9%,3.5%,62.0%,66.0%,54.6%,61.7%,42.0%,53.1%,34.0%
