Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,763,32,,,,,,,,,933,39,,
2023,288,193,328,1393,266,1423,316,1356,,,,,,
2022,294,175,258,1484,221,1471,244,1444,162,1478,,,,
2021,157,436,154,1605,136,1576,137,1574,125,1535,,,,
2020,76,843,93,1694,85,1643,74,1665,,,173,435,,
2019,96,586,114,1672,132,1583,75,1679,106,1586,575,62,,
2018,158,333,192,1538,196,1491,164,1518,198,1428,291,155,,
2017,204,254,261,1465,267,1402,216,1464,221,1385,276,212,,
2016,253,208,233,1495,219,1454,211,1459,192,1429,483,112,,
2015,227,228,273,1444,261,1401,243,1423,,,407,160,,
2014,455,83,321,1363,297,1341,314,1315,,,596,84,,
2013,348,124,,,,,,,,,982,28,,
2012,602,41,,,,,,,,,1032,20,,
2011,1246,3,,,,,,,,,,,,
