Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 US Open R128,L vs Nishikori,0.97,0.75,33.6,2.0,6.7%,60.0%,5.7%,43.4%,41.1%,32.0%
2021 Wimbledon R128,L vs Cilic,1.04,0.72,38.7,2.3,0.0%,55.0%,1.8%,60.0%,34.0%,24.5%
2021 Roland Garros R128,L vs Duckworth,0.91,0.90,52.2,2.5,8.5%,56.3%,1.5%,65.7%,34.9%,42.3%
2021 Monte Carlo R64,W vs Catarina,1.04,1.18,72.4,22.9,0.0%,60.7%,0.0%,67.3%,43.1%,38.6%
2021 Australian Open R128,W vs Laaksonen,0.92,1.44,34.5,2.1,5.1%,56.4%,8.6%,80.0%,60.8%,39.6%
2020 Roland Garros R128,L vs Pella,0.98,0.87,53.5,3.6,4.9%,59.8%,1.4%,59.5%,35.4%,36.8%
2020 US Open R32,L vs Rublev,1.11,0.56,27.5,2.1,8.3%,50.0%,0.0%,29.4%,34.4%,25.0%
2020 US Open R64,W vs Escobedo,1.16,1.19,46.8,3.4,11.1%,72.2%,10.6%,59.1%,38.5%,31.7%
2020 US Open R128,W vs Duckworth,1.07,1.23,45.5,4.7,8.2%,65.8%,2.8%,66.7%,36.2%,41.5%
2020 Australian Open R128,L vs Tsitsipas,0.93,0.37,20.5,2.0,2.6%,39.5%,2.7%,54.1%,18.2%,25.0%
2019 Hamburg CH SF,L vs Van De Zandschulp,0.84,0.79,57.6,5.7,11.9%,66.7%,10.3%,53.8%,39.1%,35.0%
2019 Umag QF,W vs Bagnis,1.22,2.02,29.8,2.1,-,74.1%,-,61.5%,54.8%,51.7%
2019 Umag R16,W vs Coric,1.38,1.71,41.6,2.1,2.6%,64.1%,0.0%,64.9%,34.4%,55.6%
2019 Wimbledon R128,L vs Simon,0.97,0.77,43.4,2.8,0.0%,48.2%,2.0%,49.0%,51.8%,29.6%
2019 Ilkley CH R32,L vs Soeda,0.66,0.65,41.5,4.0,-,60.6%,-,66.7%,38.9%,32.3%
2019 s Hertogenbosch R32,L vs Garin,1.19,0.61,50.8,2.0,-,44.4%,-,53.8%,34.6%,16.7%
2019 Roland Garros R32,L vs Djokovic,1.00,0.54,30.5,2.0,0.0%,50.0%,0.0%,56.8%,28.9%,21.6%
2019 Roland Garros R64,W vs Simon,1.32,1.78,24.9,2.2,0.0%,64.0%,0.0%,66.7%,47.5%,45.9%
2019 Roland Garros R128,W vs Munar,1.05,1.30,41.0,2.3,0.0%,70.1%,0.0%,65.6%,42.4%,36.5%
2019 Rome CH R16,W vs Galovic,1.12,1.59,46.4,2.1,0.0%,60.0%,7.4%,77.8%,45.2%,44.8%
2021 (5 matches),,0.97,0.95,47.4,2.7,4.2%,57.7%,3.1%,62.2%,41.9%,36.2%
2020 (5 matches),,1.05,0.87,43.0,2.8,7.3%,60.5%,3.9%,56.9%,34.2%,34.2%
2019 (37 matches),,1.03,1.07,51.7,2.6,3.4%,61.6%,3.2%,59.5%,40.7%,40.7%
2018 (26 matches),,0.96,0.96,58.2,3.0,3.1%,60.4%,3.6%,62.2%,39.4%,37.8%
2017 (16 matches),,0.96,0.76,49.5,2.5,2.8%,54.0%,1.4%,59.8%,33.8%,35.3%
Career (127 matches),,1.00,0.92,52.1,2.6,3.4%,58.6%,3.3%,59.4%,37.9%,37.3%
