Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),221,315,290,1453,272,1434,249,1418,213,1380,1000,38,,
2025,229,318,341,1397,331,1368,276,1390,236,1353,1015,38
2024,173,413,241,1482,278,1408,192,1477,,,829,53
2023,292,241,314,1363,277,1362,283,1343,230,1322,,
2022,229,283,175,1547,167,1519,180,1472,165,1433,,
2021,317,206,,,,,,,,,,
2020,271,235,,,,,,,,,492,128
2019,274,209,288,1369,268,1361,256,1341,,,459,128
2018,164,358,164,1572,150,1554,153,1508,168,1427,745,20
2017,189,300,,,,,,,,,563,70
2016,264,177,,,,,,,,,434,110
2015,401,84,,,,,,,,,810,28
2014,321,112,,,,,,,,,653,39
2013,446,86,,,,,,,,,469,106
2012,656,34,,,,,,,,,832,26
