Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 ITF Trnava R16,L vs Zidansek,28.6%,42.9%,53.1%,32.4%,50.0%,56.5%,18.8%,44.4%,66.7%,25.0%,33.3%,44.4%,75.0%,0.0%,-,111
2022 Roland Garros Q2,L vs Uchijima,15.7%,16.9%,45.2%,20.8%,22.9%,42.1%,52.6%,55.2%,25.0%,11.1%,11.1%,50.0%,66.7%,8.3%,50.0%,-20
2022 Roland Garros Q1,L vs Bolsova,14.1%,19.7%,49.1%,18.8%,27.1%,51.3%,45.5%,26.9%,0.0%,5.3%,5.3%,44.4%,27.3%,12.5%,0.0%,-69
2021 ITF Potchefstroom SF,L vs Parrizas Diaz,5.4%,10.8%,35.9%,4.2%,10.4%,37.0%,42.1%,20.7%,20.0%,10.0%,15.0%,33.3%,46.2%,0.0%,0.0%,-30
2018 Lugano R16,L vs Korpatsch,14.5%,17.4%,39.0%,15.0%,18.3%,39.2%,29.6%,75.8%,83.3%,11.1%,11.1%,37.5%,50.0%,33.3%,-,-104
2017 ITF Andrezieux Boutheon R16,L vs Kontaveit,20.4%,28.3%,39.7%,24.0%,36.0%,49.1%,30.3%,31.0%,75.0%,19.2%,19.2%,14.3%,60.0%,12.5%,0.0%,37
2016 ITF Zawada SF,L vs Lemoine,21.1%,25.4%,40.9%,30.8%,35.9%,40.7%,31.6%,30.0%,16.7%,15.0%,20.0%,41.2%,80.0%,0.0%,0.0%,14
2016 ITF Zawada QF,W vs Perrin,12.5%,25.0%,64.4%,11.8%,29.4%,76.7%,43.8%,33.3%,0.0%,16.7%,22.2%,40.0%,100.0%,10.0%,0.0%,38
Career (8 matches),,16.4%,22.7%,44.7%,19.4%,28.0%,47.6%,36.3%,40.5%,39.5%,13.9%,16.6%,37.7%,61.7%,8.6%,10.0%,7
