Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 W60 Trnava R16,L vs Zidansek,10% (1/10),0% (0/1),0/2,33% (3/9),33% (1/3),0/0,0/0,2/2,0/0,1/1
2021 W25 Potchefstroom SF,L vs Parrizas Diaz,60% (6/10),100% (6/6),4/6,82% (9/11),11% (1/9),1/6,0/2,0/1,0/0,0/1
2019 W60 Brescia QF,L vs Paolini,40% (6/15),83% (5/6),2/5,53% (8/15),25% (2/8),2/4,1/2,1/2,0/0,0/1
2019 W60 Wiesbaden R16,L vs Rus,46% (6/13),83% (5/6),2/6,57% (8/14),13% (1/8),2/5,1/1,1/2,0/0,0/1
2019 W60 Wiesbaden R32,W vs Podoroska,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),4/5,2/2,0/0,1/1,0/0
2019 W25 Chiasso QF,L vs Kostyuk,75% (12/16),67% (8/12),5/10,63% (10/16),0% (0/10),3/7,0/0,3/3,0/0,0/0
2019 W25 Santa Margherita Di Pula SF,L vs Rus,50% (7/14),86% (6/7),2/7,69% (9/13),22% (2/9),2/5,0/2,0/0,0/2,0/0
2019 W25 Santa Margherita Di Pula QF,W vs Grymalska,46% (6/13),83% (5/6),2/4,58% (7/12),43% (3/7),3/4,1/1,0/0,0/0,0/0
2019 W25 Santa Margherita Di Pula R16,W vs Bandecchi,60% (6/10),100% (6/6),1/3,44% (4/9),25% (1/4),2/4,0/0,0/0,0/0,0/0
2019 W25 Santa Margherita Di Pula R32,W vs Ivaldi,100% (7/7),100% (7/7),1/1,50% (3/6),67% (2/3),5/6,1/1,0/0,0/0,0/0
2019 W25 Santa Margherita Di Pula QF,L vs Teichmann,0% (0/7),- (0/0),0/5,83% (5/6),0% (0/5),0/0,0/0,0/0,0/0,0/0
2019 W25 Santa Margherita Di Pula R16,W vs Lopatetskaya,64% (9/14),89% (8/9),5/6,71% (10/14),30% (3/10),4/8,2/3,0/1,1/1,0/0
2019 W60 Shrewsbury R16,L vs Lumsden,30% (3/10),33% (1/3),1/3,56% (5/9),40% (2/5),1/1,0/0,2/2,0/0,1/1
2019 W25 Trnava R32,L vs Stefkova,38% (6/16),67% (4/6),1/3,38% (6/16),17% (1/6),3/4,1/1,1/3,0/0,1/2
2018 Gstaad R32,L vs Schnyder,29% (4/14),50% (2/4),1/3,46% (6/13),33% (2/6),2/2,1/1,1/2,0/0,1/1
2018 Lugano R16,L vs Korpatsch,64% (7/11),71% (5/7),2/5,64% (7/11),14% (1/7),2/5,0/1,2/2,0/0,1/1
2018 Australian Open Q1,L vs Broady,25% (4/16),50% (2/4),0/2,24% (4/17),25% (1/4),0/1,0/0,2/3,0/0,0/1
2017 Zawada Near Opole $25K SF,L vs Chiesa,10% (1/10),100% (1/1),1/3,33% (3/9),0% (0/3),0/1,0/0,1/1,0/0,1/1
2017 Zawada Near Opole $25K R16,W vs Oczachowska,56% (5/9),60% (3/5),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2017 Shrewsbury $25K SF,L vs Friedsam,47% (7/15),86% (6/7),2/7,57% (8/14),13% (1/8),3/5,0/0,0/0,0/0,0/0
2023 (1 matches),,10.0%,0.0%,0.0%,33.3%,33.3%,-,-,100.0%,-,100.0%
2021 (1 matches),,60.0%,100.0%,66.7%,81.8%,11.1%,16.7%,0.0%,0.0%,-,0.0%
2019 (12 matches),,51.0%,82.2%,42.6%,55.1%,22.4%,58.5%,69.2%,61.5%,50.0%,40.0%
2018 (3 matches),,36.6%,60.0%,30.0%,41.5%,23.5%,50.0%,50.0%,71.4%,-,66.7%
2017 (57 matches),,60.1%,80.8%,48.6%,48.2%,18.4%,64.1%,64.0%,54.3%,67.9%,52.6%
Career (152 matches),,57.5%,82.0%,45.3%,48.3%,22.2%,64.6%,65.4%,64.6%,66.7%,62.0%
