Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Tabarka R16,W vs Chlpac,58% (7/12),100% (7/7),2/2,20% (2/10),0% (0/2),4/6,2/3,0/0,0/1,0/0
2019 W15 Tabarka F,W vs Kudashova,71% (5/7),100% (5/5),1/1,25% (2/8),50% (1/2),4/4,1/1,0/0,1/1,0/0
2019 W15 Tabarka SF,W vs Suvrijn,57% (8/14),100% (8/8),2/4,38% (5/13),0% (0/5),5/7,1/2,0/1,0/0,0/0
2019 W15 Tabarka R16,W vs Suresh,100% (7/7),86% (6/7),1/1,14% (1/7),0% (0/1),4/5,1/1,0/0,1/1,0/0
2019 W15 Tabarka R32,W vs Rusova,100% (7/7),100% (7/7),3/3,50% (4/8),25% (1/4),5/6,1/2,0/0,1/1,0/0
2019 W15 Tabarka F,W vs Neuwirth,53% (9/17),78% (7/9),2/3,36% (5/14),40% (2/5),3/3,0/0,0/0,0/0,0/0
2019 W15 Tabarka R16,W vs Codino,100% (6/6),100% (6/6),0/0,17% (1/6),100% (1/1),4/4,0/0,0/0,0/0,0/0
2019 W15 Tabarka R32,W vs Krywoj,56% (5/9),80% (4/5),0/0,27% (3/11),67% (2/3),4/4,2/3,0/0,1/1,0/0
2019 W15 Tabarka SF,W vs Brancaccio,67% (10/15),70% (7/10),2/6,47% (7/15),14% (1/7),2/5,0/1,0/0,0/1,0/0
2019 W15 Tabarka R16,W vs Milovanovic,67% (6/9),83% (5/6),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
2019 W15 Tabarka SF,L vs Ganga,43% (3/7),67% (2/3),2/6,100% (8/8),13% (1/8),0/2,0/0,1/2,0/0,0/1
2019 W15 Tabarka R32,W vs Brunskog,64% (7/11),86% (6/7),1/1,20% (2/10),50% (1/2),4/5,1/2,0/0,0/0,0/0
2017 Norman OK $25K R16,L vs Honcova,43% (6/14),83% (5/6),0/6,57% (8/14),0% (0/8),1/5,1/1,2/4,0/0,0/1
2017 Norman OK $25K R32,W vs Romero,63% (5/8),100% (5/5),1/2,33% (3/9),33% (1/3),3/4,1/1,0/0,1/1,0/0
2017 Hilton Head Island SC $15K SF,L vs Eikeri,17% (1/6),0% (0/1),0/6,100% (6/6),0% (0/6),0/0,0/0,0/0,0/0,0/0
2017 Hilton Head Island SC $15K QF,W vs Pigossi,78% (7/9),100% (7/7),4/4,44% (4/9),0% (0/4),4/5,0/1,0/0,0/0,0/0
2017 Hilton Head Island SC $15K R16,W vs Fusinato,75% (6/8),100% (6/6),2/2,38% (3/8),33% (1/3),4/5,1/1,0/0,0/0,0/0
2017 Hilton Head Island SC $15K R32,W vs Nefedova,56% (5/9),100% (5/5),2/2,44% (4/9),50% (2/4),3/4,1/2,0/0,1/1,0/0
2017 Charleston SC $15K SF,L vs Bayerlova,36% (4/11),75% (3/4),1/6,73% (8/11),13% (1/8),2/2,0/1,0/1,0/0,0/0
2017 Charleston SC $15K QF,W vs Pigossi,90% (9/10),100% (9/9),5/6,60% (6/10),0% (0/6),3/7,0/1,0/0,0/0,0/0
2019 (12 matches),,66.1%,87.5%,60.7%,34.7%,24.4%,76.4%,62.5%,33.3%,66.7%,0.0%
2017 (12 matches),,60.9%,87.1%,39.6%,54.2%,15.6%,63.3%,42.9%,28.6%,50.0%,0.0%
2016 (9 matches),,55.9%,76.9%,52.9%,56.3%,16.7%,54.3%,50.0%,40.0%,0.0%,50.0%
2015 (7 matches),,40.0%,61.5%,21.6%,78.8%,19.2%,42.9%,50.0%,37.5%,-,33.3%
2014 (2 matches),,50.0%,88.9%,50.0%,83.3%,6.7%,25.0%,-,0.0%,-,0.0%
Career (42 matches),,57.5%,82.3%,42.8%,54.3%,17.7%,62.1%,52.6%,34.3%,50.0%,33.3%
