Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2024 Puerto Vallarta CH F,L vs Basavareddy,88% (7/8),20% (2/10),0/0,0/0,50% (3/6),0/2,0/1,40% (2/5),33% (2/6)
2024 Canada Q1,L vs Coric,42% (5/12),25% (1/4),0/0,0/0,43% (3/7),2/4,2/3,- (0/0),- (0/0)
2019 Gatineau CH R64,W vs Arconada,90% (9/10),60% (3/5),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 M15 Orange Park FL R16,L vs Spec,63% (5/8),- (0/0),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2019 M15 Orange Park FL R32,W vs Ward,50% (7/14),63% (5/8),2/6,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 M15 Sunrise FL R32,L vs Hardt,40% (4/10),29% (2/7),0/0,0/0,44% (4/9),1/3,1/2,- (0/0),- (0/0)
2019 Drummondville CH R32,L vs Smith,79% (15/19),50% (2/4),1/1,0/0,70% (7/10),3/5,2/3,70% (7/10),33% (3/9)
2019 Drummondville CH R64,W vs Takahashi,67% (8/12),100% (4/4),2/2,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 M15 Tucson AZ R16,W vs Kirchheimer,67% (10/15),60% (3/5),2/5,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 M15 Tucson AZ R32,W vs Griffith,50% (7/14),83% (5/6),2/4,1/3,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2024 (2 matches),,60.0%,21.4%,-,-,46.2%,33.3%,50.0%,40.0%,33.3%
2019 (8 matches),,63.7%,61.5%,55.0%,71.4%,59.5%,40.0%,50.0%,70.0%,33.3%
Career (10 matches),,63.1%,50.9%,55.0%,71.4%,56.4%,37.5%,50.0%,60.0%,33.3%
