Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Patrick Maloney [USA],5,0,100.0%,1,0,1,0.0%,2023,2025,3,1.26,4.4%,5.8%,64.9%,70.5%,50.6%,63.6%,45.8%,81.3%,60.0%
4,Alexis Galarneau [CAN],4,0,100.0%,1,1,0,100.0%,2024,2026,3,1.18,2.5%,7.3%,68.0%,66.3%,47.7%,60.4%,46.7%,66.7%,65.4%
4,Tristan Mccormick [USA],3,1,75.0%,5,4,1,80.0%,2021,2025,1,1.15,12.4%,1.7%,66.1%,65.0%,68.3%,66.1%,39.1%,75.0%,14.3%
4,Strong Kirchheimer [USA],4,0,100.0%,0,0,0,-,2019,2024,0,,,,,,,,,,
4,Darian King [BAR],2,2,50.0%,0,0,0,-,2019,2023,1,0.90,0.8%,5.0%,47.5%,64.9%,49.2%,56.7%,39.2%,68.8%,21.4%
3,Rei Sakamoto [JPN],1,2,33.3%,0,0,0,-,2025,2026,3,0.91,3.3%,4.9%,64.5%,69.5%,44.6%,60.7%,35.8%,69.6%,28.6%
3,Andres Martin [USA],2,1,66.7%,2,2,0,100.0%,2023,2025,3,1.11,4.9%,3.1%,67.0%,72.7%,44.6%,63.4%,40.6%,52.6%,25.0%
3,Alexander Blockx [BEL],2,1,66.7%,1,1,0,100.0%,2025,2025,3,0.93,1.4%,3.7%,69.2%,65.5%,56.1%,62.6%,34.7%,65.0%,100.0%
3,Philip Sekulic [AUS],3,0,100.0%,3,2,1,66.7%,2023,2025,2,1.33,4.3%,4.3%,65.2%,74.3%,58.9%,68.9%,41.4%,77.8%,46.7%
3,William Grant [USA],3,0,100.0%,0,0,0,-,2023,2025,1,2.81,2.3%,2.3%,52.3%,91.3%,76.2%,84.1%,44.7%,100.0%,75.0%
3,Aleksandar Kovacevic [USA],1,2,33.3%,0,0,0,-,2019,2025,1,0.56,7.8%,7.8%,62.7%,56.3%,31.6%,47.1%,29.6%,50.0%,0.0%
3,Keegan Smith [USA],3,0,100.0%,2,1,1,50.0%,2019,2024,1,1.32,15.2%,3.0%,68.2%,82.2%,66.7%,77.3%,30.0%,100.0%,20.0%
3,Govind Nanda [USA],2,1,66.7%,0,0,0,-,2022,2024,1,0.77,3.9%,7.8%,64.7%,57.6%,38.9%,51.0%,37.9%,50.0%,40.0%
3,Brandon Holt [USA],0,3,0.0%,1,0,1,0.0%,2019,2024,3,0.85,3.3%,6.2%,63.5%,66.0%,36.4%,55.2%,37.9%,58.6%,39.1%
3,Blaise Bicknell [JAM],2,1,66.7%,0,0,0,-,2020,2024,1,1.19,4.0%,4.0%,72.0%,63.0%,52.4%,60.0%,47.4%,60.0%,40.0%
