Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Puerto Vallarta CH F,L vs Basavareddy,55% (6/11),33% (2/6),2/3,30% (3/10),0% (0/3),2/2,0/0,0/0,0/0,0/0
2024 Canada Q1,L vs Coric,33% (3/9),33% (1/3),0/4,44% (4/9),0% (0/4),0/1,0/0,2/2,0/0,1/1
2019 Gatineau CH R64,W vs Arconada,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 M15 Orange Park FL R16,L vs Spec,0% (0/8),- (0/0),0/2,44% (4/9),0% (0/4),0/0,0/0,0/2,0/0,0/1
2019 M15 Orange Park FL R32,W vs Ward,63% (5/8),100% (5/5),0/1,38% (3/8),67% (2/3),3/4,1/1,0/0,0/0,0/0
2019 M15 Sunrise FL R32,L vs Hardt,33% (3/9),67% (2/3),0/5,56% (5/9),0% (0/5),1/2,0/0,0/0,0/0,0/0
2019 Drummondville CH R32,L vs Smith,22% (4/18),50% (2/4),0/2,39% (7/18),57% (4/7),2/2,0/0,4/5,0/0,2/2
2019 Drummondville CH R64,W vs Takahashi,50% (4/8),100% (4/4),0/1,22% (2/9),50% (1/2),3/4,2/3,0/0,1/2,0/0
2019 M15 Tucson AZ R16,W vs Kirchheimer,30% (3/10),100% (3/3),0/1,27% (3/11),67% (2/3),2/3,2/2,1/1,1/1,0/0
2019 M15 Tucson AZ R32,W vs Griffith,63% (5/8),100% (5/5),1/2,22% (2/9),0% (0/2),5/5,2/3,0/0,1/1,0/0
2024 (2 matches),,45.0%,33.3%,28.6%,36.8%,0.0%,66.7%,-,100.0%,-,100.0%
2019 (8 matches),,34.6%,88.9%,7.1%,32.9%,37.0%,82.6%,81.8%,62.5%,80.0%,66.7%
Career (10 matches),,36.7%,75.0%,14.3%,33.7%,29.4%,80.8%,81.8%,70.0%,80.0%,75.0%
