Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),147,430,158,1627,155,1579,168,1549,177,1474,,,,
2025,133,461,210,1552,191,1522,197,1512,200,1437,,,,
2024,247,231,256,1497,218,1485,298,1392,,,193,361,,
2023,302,176,,,,,,,,,,,,
2022,585,52,,,,,,,,,,,,
2021,557,57,,,,,,,,,,,,
2020,875,16,,,,,,,,,856,35,,
2019,871,14,,,,,,,,,815,35,,
