Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,3-3,50.0%,32-33,49.2%,1-1,50.0%,2,84.4%,12.9%,7.8%,2.9%,65.4%,79.9%,39.4%,65.9%,31.1%,49.0%,0.91,R16 (Koblenz)
2025,18,6,12,33.3%,13-24,35.1%,161-202,44.4%,3-3,50.0%,18,68.3%,18.9%,6.5%,5.4%,60.7%,66.8%,46.3%,58.7%,35.1%,47.0%,0.85,SF (Oeiras 1)
2024,46,21,25,45.7%,48-54,47.1%,469-514,47.7%,12-6,66.7%,46,74.6%,19.6%,8.6%,4.4%,59.0%,70.1%,50.9%,62.3%,35.9%,49.1%,0.95,SF (2x)
2023,40,22,18,55.0%,48-42,53.3%,453-431,51.2%,6-7,46.2%,40,79.5%,23.0%,9.2%,4.6%,58.5%,73.0%,50.5%,63.7%,37.5%,50.5%,1.03,W (Prague)
2022,13,2,11,15.4%,7-23,23.3%,131-169,43.7%,0-5,0.0%,13,72.6%,16.8%,6.4%,4.9%,57.7%,72.0%,44.1%,60.2%,33.5%,47.0%,0.84,R16 (2x)
2021,11,2,9,18.2%,10-19,34.5%,121-151,44.5%,0-1,0.0%,11,70.8%,17.9%,6.4%,4.6%,55.8%,68.7%,46.1%,58.7%,34.4%,47.0%,0.83,R16 (2x)
2020,4,0,4,0.0%,1-8,11.1%,31-56,35.6%,1-1,50.0%,4,61.9%,9.3%,5.9%,6.2%,56.2%,66.3%,40.2%,54.8%,27.8%,42.4%,0.61,R32 (2x)
2019,35,17,18,48.6%,41-44,48.2%,411-408,50.2%,2-7,22.2%,34,74.7%,25.6%,5.3%,5.2%,58.1%,67.7%,49.8%,60.2%,38.4%,49.6%,0.96,F (Poznan)
2018,21,12,9,57.1%,29-23,55.8%,257-238,51.9%,1-3,25.0%,21,79.1%,24.4%,7.4%,6.0%,56.8%,70.9%,52.2%,62.8%,37.7%,50.6%,1.01,W (Heilbronn)
2017,2,0,2,0.0%,1-4,20.0%,19-27,41.3%,0-0,-,2,69.6%,13.0%,9.9%,4.9%,59.9%,76.5%,40.4%,62.0%,30.3%,47.3%,0.80,R32 (2x)
Career,192,83,109,43.2%,201-244,45.2%,2085-2229,48.3%,26-34,43.3%,191,75.1%,21.2%,7.4%,4.9%,58.4%,70.2%,49.1%,61.4%,36.3%,49.0%,0.94,
