Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Hamburg R16,L vs Fognini,0.98,0.64,52.8,3.1,-,60.0%,-,59.4%,19.4%,34.6%
2019 Halle R32,L vs Stakhovsky,0.97,0.68,72.3,6.9,11.9%,59.7%,6.5%,64.5%,28.9%,23.8%
2019 Lyon  CH R16,L vs Guinard,0.80,0.80,68.1,3.6,-,63.5%,-,65.2%,37.2%,34.1%
2019 Lyon  CH R32,W vs Cornut Chauvinc,1.02,1.64,42.4,2.7,-,56.5%,-,68.2%,64.3%,57.7%
2019 Roland Garros R128,L vs Bublik,1.20,0.81,50.0,2.7,4.7%,57.0%,10.0%,56.3%,31.9%,26.6%
2019 Aix En Provence CH R16,L vs Cuevas,0.90,0.51,37.8,2.2,0.0%,36.4%,3.2%,61.3%,29.2%,28.6%
2019 Aix En Provence CH R32,W vs Martineau,1.04,1.18,67.2,3.1,3.6%,65.5%,2.0%,68.6%,36.4%,38.3%
2019 Munich R16,L vs Bautista Agut,1.14,0.63,49.9,3.3,8.1%,45.9%,8.6%,60.0%,29.2%,22.7%
2019 Munich R32,W vs Copil,1.13,1.22,73.2,3.2,4.0%,68.0%,11.6%,74.4%,35.1%,26.9%
2019 Francavilla Al Mare CH QF,L vs Otte,0.90,0.59,40.4,2.1,0.0%,48.6%,2.9%,71.4%,26.7%,25.9%
2019 Francavilla Al Mare CH R16,W vs Moroni,1.09,1.48,44.3,4.1,2.7%,64.9%,3.1%,62.5%,56.1%,41.7%
2019 Francavilla Al Mare CH R32,W vs Ocleppo,1.16,1.39,61.6,2.2,14.6%,73.2%,5.6%,66.7%,33.3%,38.6%
2019 Murcia CH QF,L vs Ymer,0.85,0.62,33.8,2.2,2.9%,44.1%,0.0%,33.3%,46.2%,42.3%
2019 Murcia CH R16,W vs Alcaraz,1.00,1.27,66.9,2.1,12.5%,79.2%,4.5%,59.1%,37.8%,39.5%
2019 Murcia CH R32,W vs Robredo,1.06,1.15,51.6,3.1,0.0%,65.2%,4.5%,47.7%,49.1%,45.1%
2019 Sophia Antipolis CH SF,L vs Brown,0.87,0.75,53.6,5.9,8.7%,69.6%,10.0%,70.0%,23.9%,28.6%
2019 Sophia Antipolis CH QF,W vs Bolelli,1.21,1.21,64.7,2.8,6.0%,62.0%,4.3%,66.0%,28.6%,44.4%
2019 Sophia Antipolis CH R16,W vs Kwiatkowski,0.94,1.42,59.9,6.5,6.5%,69.6%,5.0%,82.5%,35.7%,38.0%
2019 Sophia Antipolis CH R32,W vs Miedler,1.08,1.27,56.6,3.0,2.7%,62.2%,5.7%,57.1%,46.5%,48.6%
2019 Marbella CH R32,L vs Vilella Martinez,0.61,0.29,29.7,2.1,0.0%,56.0%,10.0%,60.0%,19.2%,21.1%
2019 (27 matches),,1.01,0.86,53.9,2.8,5.9%,60.2%,5.3%,61.6%,33.6%,33.1%
2018 (15 matches),,1.04,0.96,54.8,3.1,9.6%,63.8%,5.6%,61.7%,34.7%,33.9%
2017 (5 matches),,1.06,0.79,53.6,2.6,2.5%,62.2%,4.3%,58.0%,31.3%,27.8%
Career (47 matches),,1.02,0.88,54.2,2.8,6.7%,61.5%,5.3%,61.3%,33.8%,32.9%
