Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,6,3,3,50.0%,0,0,0,-,2024,2026,R128,6,0.95,6.5%,4.8%,57.5%,67.6%,45.5%,58.2%,39.6%,51.2%,46.3%
Roland Garros,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2024,2025,R128,3,0.96,4.3%,6.8%,56.5%,74.7%,41.4%,60.2%,38.3%,46.7%,23.8%
Wimbledon,3,Grass,12,9,3,75.0%,5,5,0,100.0%,2022,2025,QF,12,1.09,5.0%,3.9%,60.3%,69.5%,51.3%,62.3%,41.2%,66.3%,40.2%
US Open,2,Hard,3,1,2,33.3%,0,0,0,-,2024,2025,R64,3,0.97,8.6%,7.2%,53.3%,65.4%,45.1%,55.9%,42.8%,37.5%,38.9%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.73,3.1%,3.1%,50.8%,63.6%,31.3%,47.7%,38.2%,50.0%,42.9%
Miami,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2025,2026,R128,4,1.10,9.6%,4.3%,59.6%,70.8%,57.0%,65.2%,38.3%,60.0%,38.7%
Indian Wells,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2025,2026,R32,5,0.96,8.9%,4.6%,54.7%,68.1%,54.4%,61.9%,36.6%,68.4%,44.0%
Dubai,3,Hard,4,1,3,25.0%,0,0,0,-,2024,2026,R32,4,0.79,6.4%,5.2%,56.8%,72.5%,42.6%,59.6%,31.9%,73.5%,33.3%
Monterrey,2,Hard,8,6,2,75.0%,8,5,3,62.5%,2024,2025,F,8,1.09,15.0%,4.1%,62.5%,76.5%,54.0%,68.1%,34.7%,67.7%,29.8%
Cincinnati,2,Hard,6,4,2,66.7%,2,2,0,100.0%,2024,2025,R32,6,1.02,7.0%,8.7%,53.7%,70.4%,43.2%,57.8%,42.9%,59.0%,43.2%
s Hertogenbosch,2,Grass,4,2,2,50.0%,1,0,1,0.0%,2024,2025,R16,4,1.05,9.4%,6.4%,57.9%,75.0%,44.4%,62.1%,39.8%,61.1%,39.1%
