Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Guangzhou F,L vs Li,34.9%,44.6%,34.0%,39.1%,50.0%,39.3%,33.3%,44.0%,33.3%,33.3%,42.4%,27.3%,15.4%,50.0%,66.7%,27
2025 Guangzhou QF,W vs Mcnally,43.4%,63.2%,59.5%,54.0%,70.0%,56.5%,20.0%,48.0%,100.0%,24.0%,52.0%,63.2%,14.3%,33.3%,0.0%,-57
2025 Guangzhou R16,W vs Wang,36.6%,58.5%,69.2%,48.0%,64.0%,84.6%,11.1%,43.8%,-,18.8%,50.0%,53.8%,12.5%,62.5%,-,-104
2025 Montreal R64,L vs Anisimova,36.5%,39.2%,36.4%,46.5%,51.2%,47.8%,25.0%,44.4%,100.0%,25.0%,25.0%,23.8%,7.1%,35.7%,0.0%,13
2025 s Hertogenbosch R16,L vs Andreescu,26.7%,40.0%,33.3%,41.7%,62.5%,50.0%,7.7%,45.5%,0.0%,11.1%,16.7%,18.8%,0.0%,22.2%,0.0%,-9
2025 s Hertogenbosch R32,W vs Vrancken Peeters,30.0%,44.0%,51.5%,43.3%,56.7%,41.2%,25.0%,55.6%,100.0%,11.1%,27.8%,62.5%,0.0%,50.0%,0.0%,-4
2025 Doha R64,L vs Samsonova,34.6%,44.2%,40.0%,34.5%,48.3%,52.6%,36.4%,44.4%,66.7%,42.1%,47.4%,18.2%,25.0%,63.6%,-,106
2024 Monterrey F,L vs Noskova,33.3%,45.2%,49.0%,44.2%,59.6%,58.6%,39.1%,41.4%,0.0%,18.5%,25.9%,36.4%,14.3%,69.2%,-,61
2024 Monterrey QF,W vs Andreeva,43.8%,60.4%,63.0%,48.5%,63.6%,64.7%,53.3%,61.1%,-,33.3%,53.3%,60.0%,33.3%,55.6%,-,-104
2024 Cincinnati R32,L vs Kostyuk,25.7%,37.8%,41.7%,32.5%,42.5%,44.4%,26.3%,33.3%,25.0%,22.2%,40.7%,38.1%,8.3%,53.3%,50.0%,84
2024 Cincinnati R64,W vs Noskova,34.6%,39.7%,50.0%,44.2%,48.8%,54.2%,19.0%,45.5%,0.0%,26.7%,33.3%,45.5%,10.0%,60.0%,100.0%,68
2024 Wimbledon QF,L vs Vekic,30.9%,39.2%,42.2%,37.9%,48.3%,47.2%,17.9%,30.0%,20.0%,22.2%,27.8%,35.7%,0.0%,52.6%,100.0%,-11
2024 Wimbledon R16,W vs Raducanu,18.0%,37.0%,55.3%,21.2%,40.4%,58.5%,40.0%,25.9%,100.0%,16.7%,38.1%,51.4%,25.0%,36.4%,75.0%,1
2024 Wimbledon R64,W vs Starodubtseva,21.5%,43.0%,58.3%,28.0%,54.0%,55.6%,34.6%,45.8%,66.7%,11.1%,25.9%,62.5%,11.1%,72.2%,100.0%,-21
2024 Wimbledon R128,W vs Zheng,37.5%,51.2%,49.0%,42.2%,62.2%,61.5%,40.9%,65.2%,50.0%,32.4%,38.2%,34.8%,6.3%,55.6%,-,-69
2024 Auckland R32,W vs Kessler,23.9%,39.1%,63.6%,34.6%,53.8%,70.6%,38.5%,61.5%,100.0%,11.1%,22.2%,56.3%,12.5%,60.0%,50.0%,-4
2022 Rabat R32,L vs Rus,16.2%,24.3%,32.1%,21.1%,26.3%,26.7%,40.0%,44.4%,0.0%,13.3%,26.7%,38.5%,12.5%,57.1%,-,9
Last 52 Weeks (6 matches),,35.5%,48.2%,45.8%,45.9%,58.7%,50.8%,21.9%,46.7%,54.5%,22.5%,36.2%,40.2%,8.2%,41.6%,20.0%,0
Career (17 matches),,31.1%,44.1%,48.6%,39.1%,53.4%,53.3%,30.1%,44.7%,42.1%,22.4%,34.8%,42.8%,11.6%,51.9%,47.6%,20
