Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Guangzhou F,L vs Li,60% (6/10),17% (1/6),1/3,60% (6/10),50% (3/6),0/1,0/0,3/3,0/0,1/1
2025 Guangzhou QF,W vs Mcnally,50% (7/14),29% (2/7),0/1,14% (2/14),50% (1/2),2/2,2/2,0/0,1/1,0/0
2025 Guangzhou R16,W vs Wang,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2025 Montreal R64,L vs Anisimova,27% (3/11),67% (2/3),0/1,27% (3/11),0% (0/3),0/2,0/1,1/2,0/0,1/1
2025 s Hertogenbosch R16,L vs Andreescu,25% (2/8),0% (0/2),0/4,63% (5/8),20% (1/5),0/0,0/0,0/0,0/0,0/0
2025 s Hertogenbosch R32,W vs Vrancken Peeters,75% (6/8),83% (5/6),0/1,38% (3/8),67% (2/3),3/4,1/1,0/0,0/0,0/0
2025 Doha R64,L vs Samsonova,56% (5/9),0% (0/5),0/2,33% (3/9),0% (0/3),0/0,0/0,1/2,0/0,1/1
2024 Monterrey F,L vs Noskova,36% (4/11),25% (1/4),1/2,36% (4/11),50% (2/4),1/1,0/0,3/3,0/0,1/1
2024 Monterrey QF,W vs Andreeva,40% (4/10),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,0/0,0/0
2024 Cincinnati R32,L vs Kostyuk,45% (5/11),40% (2/5),1/4,50% (5/10),20% (1/5),2/2,0/0,1/1,0/0,0/0
2024 Cincinnati R64,W vs Noskova,36% (4/11),50% (2/4),0/1,18% (2/11),50% (1/2),2/2,1/1,3/3,0/0,0/0
2024 Wimbledon QF,L vs Vekic,20% (3/15),67% (2/3),1/3,43% (6/14),33% (2/6),1/2,1/1,2/3,0/0,1/1
2024 Wimbledon R16,W vs Raducanu,50% (7/14),71% (5/7),0/1,29% (4/14),50% (2/4),4/5,2/2,1/2,1/1,0/0
2024 Wimbledon R32,W vs Zhu,25% (3/12),100% (3/3),1/3,50% (6/12),50% (3/6),2/3,0/1,1/1,0/0,0/0
2024 Wimbledon R64,W vs Starodubtseva,62% (8/13),50% (4/8),0/2,36% (5/14),60% (3/5),4/4,2/2,0/0,1/1,0/0
2024 Wimbledon R128,W vs Zheng,43% (6/14),67% (4/6),1/2,29% (4/14),50% (2/4),1/2,0/0,1/1,0/0,0/0
2024 Auckland R32,W vs Kessler,50% (5/10),100% (5/5),2/2,22% (2/9),0% (0/2),3/4,1/1,0/0,0/0,0/0
2022 Rabat R32,L vs Rus,25% (2/8),50% (1/2),1/5,71% (5/7),0% (0/5),0/1,0/0,0/0,0/0,0/0
2019 W25 Mildura SF,L vs Bains,15% (2/13),100% (2/2),1/4,57% (8/14),38% (3/8),1/1,0/0,1/2,0/0,0/1
2019 W25 Mildura QF,W vs Gerlach,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),5/5,2/2,0/0,1/1,0/0
2025 (7 matches),,50.0%,41.2%,8.3%,32.4%,31.8%,66.7%,80.0%,71.4%,100.0%,100.0%
2024 (10 matches),,40.5%,63.3%,35.0%,32.2%,42.1%,81.5%,88.9%,85.7%,100.0%,100.0%
2022 (1 matches),,25.0%,50.0%,20.0%,71.4%,0.0%,0.0%,-,-,-,-
2019 (13 matches),,65.8%,87.7%,47.8%,35.5%,38.5%,88.7%,100.0%,66.7%,100.0%,0.0%
2017 (11 matches),,61.4%,80.6%,37.0%,40.6%,24.4%,66.7%,80.0%,40.0%,100.0%,50.0%
Career (47 matches),,52.6%,73.0%,33.9%,38.2%,28.7%,73.2%,84.6%,64.9%,92.9%,58.3%
