Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,1,2,33.3%,2-4,33.3%,28-34,45.2%,0-1,0.0%,3,70.0%,22.6%,6.2%,6.7%,56.7%,62.7%,53.6%,58.8%,38.9%,48.5%,0.94,R16 (Austin 125 1)
2025,14,10,4,71.4%,23-10,69.7%,174-122,58.8%,2-2,50.0%,14,75.7%,42.6%,8.3%,6.8%,51.6%,75.2%,47.4%,61.7%,47.2%,54.3%,1.23,W (Jingshan 125)
2024,21,15,6,71.4%,31-14,68.9%,242-173,58.3%,2-1,66.7%,3,61.3%,33.3%,3.1%,7.3%,59.9%,57.4%,50.6%,54.7%,43.2%,48.6%,0.95,W (2x)
2023,55,35,20,63.6%,82-46,64.1%,663-548,54.7%,6-6,50.0%,2,43.5%,34.8%,0.5%,2.2%,56.6%,52.4%,41.8%,47.8%,44.2%,46.2%,0.85,W (W80 Brasilia)
2022,34,15,19,44.1%,36-37,49.3%,343-346,49.8%,1-5,16.7%,1,42.9%,0.0%,2.2%,4.3%,65.2%,46.7%,43.8%,45.7%,29.2%,37.2%,0.54,QF (3x)
2021,35,22,13,62.9%,51-34,60.0%,434-346,55.6%,3-4,42.9%,3,56.3%,37.5%,3.2%,6.8%,59.5%,58.0%,44.9%,52.7%,44.0%,48.4%,0.93,W (W25 Lisbon)
2020,28,20,8,71.4%,42-22,65.6%,318-216,59.6%,0-1,0.0%,0,,,,,,,,,,,,W (W15 Monastir)
2019,17,14,3,82.4%,29-7,80.6%,193-99,66.1%,1-0,100.0%,0,,,,,,,,,,,,W (2x)
2018,9,3,6,33.3%,7-12,36.8%,80-89,47.3%,0-0,-,0,,,,,,,,,,,,QF (Xiamen $15K)
2017,25,16,9,64.0%,36-20,64.3%,281-216,56.5%,3-1,75.0%,0,,,,,,,,,,,,F (Nonthaburi $15K)
2016,7,1,6,14.3%,3-13,18.8%,44-90,32.8%,0-0,-,0,,,,,,,,,,,,R16 (Hua Hin $10K)
2015,12,5,7,41.7%,12-15,44.4%,116-130,47.2%,1-3,25.0%,0,,,,,,,,,,,,R16 (5x)
Career,260,157,103,60.4%,354-234,60.2%,2916-2409,54.8%,19-24,44.2%,26,67.4%,36.7%,5.9%,6.3%,54.9%,66.0%,47.5%,57.6%,44.7%,51.1%,1.05,
