Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,2,0,2,0.0%,0-4,0.0%,15-24,38.5%,0-0,-,2,73.7%,5.0%,3.7%,3.7%,56.7%,65.8%,48.3%,58.2%,31.8%,45.2%,0.76,
2018,16,5,11,31.3%,16-24,40.0%,178-197,47.5%,2-1,66.7%,16,74.5%,20.7%,2.7%,4.0%,64.7%,68.6%,48.3%,61.5%,36.2%,48.8%,0.94,QF (2x)
2017,31,10,21,32.3%,30-52,36.6%,361-427,45.8%,8-5,61.5%,31,70.5%,20.7%,5.5%,4.7%,58.5%,67.3%,49.1%,59.7%,37.6%,48.5%,0.93,QF (Umag)
2016,11,2,9,18.2%,8-22,26.7%,119-165,41.9%,1-3,25.0%,11,68.6%,15.0%,4.6%,4.9%,60.1%,66.9%,48.3%,59.5%,33.4%,46.5%,0.82,R16 (Estoril)
2015,3,0,3,0.0%,1-6,14.3%,25-38,39.7%,0-0,-,3,51.6%,28.1%,4.2%,4.7%,57.7%,56.9%,43.3%,51.2%,41.7%,46.6%,0.85,R32 (3x)
2014,5,3,2,60.0%,8-8,50.0%,69-75,47.9%,0-1,0.0%,2,69.6%,20.8%,3.1%,2.5%,66.3%,60.4%,50.0%,56.9%,35.9%,47.0%,0.83,R16 (Sao Paulo)
2013,9,1,8,11.1%,4-22,15.4%,91-154,37.1%,3-1,75.0%,7,60.2%,11.5%,2.2%,3.3%,61.0%,62.7%,46.8%,56.5%,31.6%,44.1%,0.73,
2012,11,6,5,54.5%,11-15,42.3%,114-128,47.1%,1-1,50.0%,9,72.4%,14.7%,5.1%,2.8%,65.2%,66.1%,50.9%,60.8%,32.9%,47.1%,0.84,QF (Kitzbuhel)
2011,5,3,2,60.0%,8-6,57.1%,74-64,53.6%,2-1,66.7%,3,80.0%,15.2%,3.3%,1.0%,54.1%,71.3%,51.1%,62.0%,34.9%,48.7%,0.92,
2010,1,0,1,0.0%,1-2,33.3%,14-15,48.3%,0-0,-,1,80.0%,14.3%,2.0%,0.0%,82.7%,64.2%,58.8%,63.3%,33.7%,49.2%,0.92,R32 (Costa Do Sauipe)
2007,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,3.6%,3.6%,53.6%,60.0%,38.5%,50.0%,29.2%,40.4%,0.58,R32 (Costa Do Sauipe)
Career,95,30,65,31.6%,87-163,34.8%,1064-1299,45.0%,17-13,56.7%,86,70.1%,18.0%,4.3%,4.0%,60.9%,66.5%,48.7%,59.5%,35.6%,47.6%,0.88,
