Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Roland Garros R64,L vs Raonic,107.1,111.8,10.2,,,126,87,96.7,6.7,,,110,87
2016 US Open R128,L vs Cilic,107.7,119.9,9.0,121.9,119.6,130,93,95.6,4.7,98.5,99.0,104,82
2016 Roland Garros R128,L vs Simon,106.8,115.1,6.0,118.0,113.7,126,97,94.3,5.4,96.3,99.0,109,80
2013 US Open R64,L vs Nadal,100.8,,,,,128,,,,,,,80
2013 Roland Garros R128,L vs Gulbis,103.8,,,,,123,,,,,,,78
2012 US Open R64,L vs Djokovic,106.9,,,,,129,,,,,,,62
2012 Roland Garros R128,L vs Isner,98.5,,,,,127,,,,,,,78
2011 US Open R64,L vs Bogomolov Jr,99.7,111.7,10.5,,,126,90,89.4,4.2,,,99,75
2011 US Open R128,W vs Sorensen,99.9,110.8,10.9,,,128,81,88.4,6.6,,,99,64
Career (9 matches),,103.5,113.6,9.3,119.3,115.7,130,81,92.3,5.4,96.9,99.0,110,62
