Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Aix En Provence CH R32,L vs Travaglia,64% (7/11),33% (2/6),0/0,0/0,43% (3/7),3/5,0/1,20% (1/5),40% (2/5)
2019 Aix En Provence CH R64,W vs Clezar,100% (7/7),63% (5/8),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Santiago CH R16,L vs Bellucci,40% (4/10),0% (0/1),0/0,0/0,67% (8/12),1/3,1/2,- (0/0),- (0/0)
2019 Santiago CH R32,W vs Ugo Carabelli,55% (12/22),38% (3/8),2/2,1/1,83% (5/6),0/1,0/0,- (0/0),- (0/0)
2019 Rio de Janeiro Q2,L vs Londero,50% (7/14),50% (1/2),0/0,0/0,77% (10/13),0/2,0/1,50% (3/6),33% (2/6)
2019 Rio de Janeiro Q1,W vs Donati,85% (11/13),31% (4/13),2/2,1/1,50% (1/2),0/1,0/0,- (0/0),- (0/0)
2019 Buenos Aires R32,L vs Ramos,55% (6/11),17% (1/6),0/0,0/0,77% (10/13),0/2,0/1,- (0/0),- (0/0)
2019 Buenos Aires Q2,W vs Norrie,56% (15/27),38% (3/8),2/5,1/2,67% (2/3),0/1,0/0,75% (9/12),33% (4/12)
2019 Buenos Aires Q1,W vs Ruud,48% (11/23),27% (4/15),2/7,1/3,60% (3/5),1/2,0/0,- (0/0),- (0/0)
2019 Davis Cup RR,L vs Coppejans,80% (8/10),- (0/0),0/0,0/0,71% (5/7),1/3,0/1,- (0/0),- (0/0)
2019 Punta Del Este CH R16,L vs Arguello,58% (7/12),0% (0/2),0/0,0/0,71% (5/7),1/3,1/2,- (0/0),- (0/0)
2019 Punta Del Este CH R32,W vs Gonzalez,50% (7/14),63% (5/8),2/2,1/1,40% (2/5),2/2,0/0,71% (5/7),43% (3/7)
2019 Playford CH F,W vs Moraing,60% (9/15),50% (3/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Playford CH SF,W vs Li,80% (12/15),67% (6/9),2/2,1/1,67% (6/9),1/2,0/0,33% (2/6),50% (3/6)
2019 Playford CH QF,W vs Ruud,59% (10/17),50% (3/6),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Playford CH R16,W vs Nedovyesov,60% (12/20),33% (4/12),2/9,1/4,79% (11/14),3/4,3/3,80% (4/5),75% (3/4)
2019 Playford CH R32,W vs Doumbia,64% (9/14),20% (3/15),2/6,1/1,67% (2/3),1/1,0/0,67% (4/6),50% (3/6)
2018 Santo Domingo CH R16,L vs Delbonis,57% (4/7),50% (1/2),0/0,0/0,64% (7/11),2/4,0/1,- (0/0),- (0/0)
2018 Campinas CH R16,L vs Delbonis,50% (3/6),0% (0/2),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2018 Szczecin CH R16,W vs Bolelli,70% (7/10),45% (5/11),2/3,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 (17 matches),,60.4%,37.6%,52.4%,64.7%,68.2%,43.8%,45.5%,59.6%,43.5%
2018 (24 matches),,64.1%,45.3%,60.0%,88.9%,52.5%,23.9%,11.1%,66.7%,47.4%
2017 (35 matches),,61.7%,33.5%,46.7%,39.5%,58.0%,50.9%,44.4%,61.8%,42.1%
2016 (46 matches),,65.5%,44.2%,57.6%,62.2%,61.8%,43.4%,34.3%,55.3%,39.2%
2015 (21 matches),,61.8%,47.3%,53.1%,64.7%,60.6%,53.2%,44.4%,57.9%,47.2%
Career (192 matches),,62.5%,42.2%,54.2%,57.8%,58.0%,42.8%,37.4%,58.9%,39.1%
