Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,11,15,42.3%,25-34,42.4%,237-269,46.8%,0-1,0.0%,23,56.8%,38.6%,4.4%,8.1%,59.1%,60.5%,41.9%,52.9%,44.6%,48.7%,0.95
Clay,15,5,10,33.3%,11-22,33.3%,153-179,46.1%,2-5,28.6%,14,57.9%,34.7%,2.6%,6.1%,60.5%,60.0%,41.1%,52.6%,43.3%,48.1%,0.91
Grass,4,2,2,50.0%,5-4,55.6%,47-50,48.5%,2-0,100.0%,4,65.3%,29.2%,8.3%,4.6%,58.0%,65.0%,42.9%,55.7%,44.0%,50.0%,0.99
Grand Slams,7,1,6,14.3%,4-12,25.0%,65-98,39.9%,2-2,50.0%,7,60.0%,19.8%,5.4%,3.9%,61.4%,62.3%,38.3%,53.0%,38.4%,46.0%,0.82
Premiers,2,1,1,50.0%,2-3,40.0%,20-24,45.5%,0-0,-,2,59.1%,31.8%,8.3%,8.3%,60.4%,62.1%,42.1%,54.2%,39.7%,47.0%,0.87
Internationals,22,9,13,40.9%,20-29,40.8%,215-247,46.5%,2-3,40.0%,21,53.5%,39.4%,3.3%,7.9%,59.6%,58.4%,41.4%,51.5%,44.7%,48.2%,0.92
Quarter-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,6.5%,59.7%,51.4%,40.0%,46.8%,27.3%,38.7%,0.51
vs Righties,43,16,27,37.2%,37-60,38.1%,413-487,45.9%,4-6,40.0%,39,57.1%,35.4%,4.0%,7.0%,59.8%,60.3%,41.3%,52.7%,43.6%,48.2%,0.92
vs Lefties,2,2,0,100.0%,4-0,100.0%,24-11,68.6%,0-0,-,2,83.3%,52.9%,7.5%,5.8%,53.3%,75.0%,50.0%,63.3%,53.3%,58.3%,1.45
vs Top 10,3,0,3,0.0%,0-6,0.0%,13-36,26.5%,0-0,-,3,44.0%,8.3%,5.2%,6.9%,61.5%,54.2%,37.3%,47.7%,32.1%,40.3%,0.61
