Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,11,7,4,63.6%,1,1,0,100.0%,2016,2019,R128,7,1.09,4.8%,4.8%,63.6%,67.7%,45.2%,59.5%,44.0%,68.8%,39.7%
Roland Garros,5,Clay,9,4,5,44.4%,4,0,4,0.0%,2016,2021,R128,5,1.02,3.5%,3.5%,64.2%,65.6%,45.7%,58.5%,42.5%,68.0%,38.8%
Wimbledon,4,Grass,5,1,4,20.0%,2,2,0,100.0%,2016,2019,R64,2,0.98,9.9%,4.0%,56.5%,67.5%,40.2%,55.6%,43.4%,58.3%,42.1%
US Open,4,Hard,5,1,4,20.0%,0,0,0,-,2016,2021,R128,2,0.54,6.1%,7.3%,51.2%,47.6%,32.5%,40.2%,32.3%,23.1%,14.3%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Fed Cup,4,,12,7,5,58.3%,1,0,1,0.0%,2015,2019,,10,1.16,4.1%,6.8%,56.5%,65.6%,46.7%,57.4%,49.6%,52.5%,53.3%
Prague,2,Clay,7,5,2,71.4%,1,1,0,100.0%,2016,2020,SF,7,1.16,5.9%,5.4%,60.3%,67.5%,47.4%,59.5%,47.0%,55.3%,51.0%
Moscow,2,Hard,5,3,2,60.0%,0,0,0,-,2017,2018,Q3,5,1.05,4.4%,5.4%,54.1%,68.1%,51.5%,60.5%,41.6%,39.1%,62.5%
Rabat,2,Clay,5,3,2,60.0%,0,0,0,-,2017,2019,R16,5,1.04,2.5%,5.9%,64.4%,60.1%,42.6%,53.9%,47.9%,44.4%,50.0%
Bol,2,Clay,5,3,2,60.0%,1,0,1,0.0%,2016,2017,QF,5,1.02,1.1%,7.6%,58.2%,57.8%,45.3%,52.5%,48.2%,47.6%,64.1%
Istanbul,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2019,2020,R32,4,1.02,1.4%,5.0%,62.0%,64.7%,38.7%,54.8%,46.0%,60.6%,51.6%
Budapest,2,Clay,4,2,2,50.0%,3,2,1,66.7%,2017,2021,R16,3,0.95,3.2%,6.4%,52.4%,64.9%,42.9%,54.4%,43.2%,51.7%,46.4%
