Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,379,316,63,83.4%,627-163,79.4%,4349-2450,64.0%,36-26,58.1%,0,,,,,,,,,,,
Clay,175,148,27,84.6%,301-67,81.8%,2067-1067,66.0%,15-13,53.6%,1,-,-,1.7%,20.3%,54.2%,50.0%,25.9%,39.0%,42.9%,40.9%,0.70
Grass,46,35,11,76.1%,72-23,75.8%,517-320,61.8%,2-5,28.6%,0,,,,,,,,,,,
Carpet,122,98,24,80.3%,200-57,77.8%,1411-847,62.5%,17-9,65.4%,0,,,,,,,,,,,
Grand Slams,211,180,31,85.3%,368-88,80.7%,2550-1400,64.6%,16-14,53.3%,1,-,-,1.7%,20.3%,54.2%,50.0%,25.9%,39.0%,42.9%,40.9%,0.70
Premiers,108,81,27,75.0%,168-75,69.1%,1283-938,57.8%,17-9,65.4%,0,,,,,,,,,,,
Internationals,27,25,2,92.6%,51-9,85.0%,356-185,65.8%,3-2,60.0%,0,,,,,,,,,,,
Finals,85,53,32,62.4%,116-71,62.0%,948-765,55.3%,14-12,53.8%,0,,,,,,,,,,,
Semi-finals,116,85,31,73.3%,173-73,70.3%,1281-868,59.6%,11-12,47.8%,0,,,,,,,,,,,
Quarter-finals,147,115,32,78.2%,234-74,76.0%,1689-977,63.4%,14-12,53.8%,0,,,,,,,,,,,
vs Righties,593,477,116,80.4%,959-281,77.3%,6792-4023,62.8%,58-45,56.3%,1,-,-,1.7%,20.3%,54.2%,50.0%,25.9%,39.0%,42.9%,40.9%,0.70
vs Lefties,48,40,8,83.3%,81-24,77.1%,569-362,61.1%,7-6,53.8%,0,,,,,,,,,,,
vs Top 10,196,118,78,60.2%,256-177,59.1%,2126-1785,54.4%,20-23,46.5%,0,,,,,,,,,,,
