Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2003 Dubai F,L vs Henin,18.4%,32.0%,47.9%,20.8%,41.7%,54.4%,16.7%,43.3%,20.0%,17.0%,21.3%,38.5%,6.3%,16.1%,12.5%,33
2003 Tokyo F,L vs Davenport,24.8%,34.7%,36.1%,30.2%,41.3%,43.2%,35.5%,37.5%,16.7%,17.6%,26.5%,25.0%,0.0%,26.3%,0.0%,23
2002 WTA Tour Championships QF,L vs Williams,19.7%,22.5%,45.8%,19.5%,22.0%,48.5%,36.8%,40.9%,33.3%,28.6%,33.3%,40.0%,0.0%,0.0%,0.0%,111
2002 Miami SF,L vs Capriati,20.6%,28.9%,43.3%,28.8%,42.4%,50.0%,24.1%,46.7%,50.0%,14.3%,14.3%,27.8%,11.1%,8.3%,50.0%,14
2002 Indian Wells SF,L vs Hingis,7.3%,14.6%,44.4%,16.7%,33.3%,46.7%,36.4%,85.7%,0.0%,0.0%,0.0%,41.7%,0.0%,33.3%,0.0%,-119
2002 Tokyo F,L vs Hingis,32.6%,46.7%,56.1%,35.5%,53.2%,57.5%,20.7%,48.5%,0.0%,32.0%,40.0%,52.9%,10.0%,26.7%,0.0%,97
2002 Australian Open SF,L vs Hingis,19.1%,28.7%,48.6%,28.3%,40.0%,53.5%,30.4%,45.9%,44.4%,3.3%,10.0%,41.4%,0.0%,8.3%,50.0%,-85
2000 WTA Tour Championships F,L vs Hingis,15.2%,26.5%,46.7%,20.2%,35.7%,50.7%,27.3%,55.0%,66.7%,7.3%,12.2%,39.5%,6.7%,26.9%,0.0%,-47
2000 Olympics SF,L vs Williams,16.4%,30.1%,45.5%,22.7%,40.9%,52.9%,5.6%,42.3%,50.0%,8.7%,17.4%,33.3%,0.0%,63.6%,50.0%,-39
2000 US Open QF,L vs Hingis,13.8%,26.2%,38.0%,21.1%,36.8%,43.3%,30.0%,33.3%,20.0%,4.8%,14.3%,30.0%,0.0%,18.2%,0.0%,-76
2000 Roland Garros QF,L vs Pierce,18.4%,39.1%,60.3%,19.2%,46.2%,66.7%,25.9%,44.0%,66.7%,22.2%,37.0%,47.6%,0.0%,57.9%,100.0%,79
2000 Rome F,W vs Mauresmo,27.3%,31.8%,53.2%,33.3%,33.3%,38.5%,11.1%,57.1%,66.7%,19.2%,30.8%,71.4%,0.0%,33.3%,50.0%,-59
2000 Indian Wells QF,L vs Hingis,15.6%,22.2%,22.9%,24.0%,28.0%,26.3%,42.9%,45.5%,66.7%,5.9%,17.6%,18.8%,0.0%,30.0%,100.0%,-58
1999 Toronto F,L vs Hingis,21.2%,30.8%,42.4%,24.3%,37.8%,42.9%,22.2%,47.4%,100.0%,28.6%,28.6%,40.0%,25.0%,66.7%,-,-104
1999 Roland Garros SF,L vs Graf,27.1%,36.5%,54.1%,31.6%,38.6%,56.4%,30.8%,61.3%,100.0%,18.5%,33.3%,50.0%,0.0%,69.2%,100.0%,-61
1999 Roland Garros R16,W vs Halard Decugis,22.5%,29.2%,47.7%,24.2%,33.3%,54.0%,27.3%,63.6%,77.8%,21.1%,21.1%,26.7%,0.0%,41.7%,100.0%,11
1999 Australian Open SF,L vs Hingis,17.2%,31.0%,40.0%,22.9%,34.3%,40.7%,23.5%,22.2%,0.0%,10.0%,30.0%,38.9%,20.0%,40.0%,50.0%,-19
1999 Australian Open QF,W vs Graf,22.2%,36.1%,52.8%,25.5%,44.7%,60.0%,12.0%,90.9%,100.0%,18.2%,22.7%,38.9%,25.0%,42.9%,0.0%,41
1998 Moscow F,L vs Pierce,26.9%,47.8%,51.2%,34.1%,58.5%,63.0%,11.1%,52.2%,0.0%,20.0%,40.0%,31.3%,0.0%,50.0%,0.0%,58
1998 Montreal F,W vs Sanchez Vicario,27.7%,42.6%,70.6%,33.3%,51.9%,61.1%,21.4%,53.8%,-,20.0%,30.0%,81.3%,0.0%,35.7%,100.0%,-104
Career (77 matches),,18.0%,27.5%,50.7%,20.2%,31.1%,54.1%,22.9%,51.6%,51.6%,16.1%,23.8%,42.7%,2.2%,51.9%,59.0%,19
