Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,17,10,7,58.8%,22-17,56.4%,197-176,52.8%,3-1,75.0%,1,-,-,1.7%,20.3%,54.2%,50.0%,25.9%,39.0%,42.9%,40.9%,0.70,F (2x)
2002,63,49,14,77.8%,100-42,70.4%,771-532,59.2%,6-8,42.9%,0,,,,,,,,,,,,W (2x)
2001,50,40,10,80.0%,83-30,73.5%,624-430,59.2%,5-5,50.0%,0,,,,,,,,,,,,W (4x)
2000,70,57,13,81.4%,117-34,77.5%,812-506,61.6%,13-1,92.9%,0,,,,,,,,,,,,W (3x)
1999,51,38,13,74.5%,75-24,75.8%,531-308,63.3%,5-5,50.0%,0,,,,,,,,,,,,W (Amelia Island)
1998,59,46,13,78.0%,91-31,74.6%,660-406,61.9%,4-7,36.4%,0,,,,,,,,,,,,W (2x)
1997,59,45,14,76.3%,89-27,76.7%,633-376,62.7%,6-9,40.0%,0,,,,,,,,,,,,W (3x)
1996,57,48,9,84.2%,92-18,83.6%,626-322,66.0%,8-3,72.7%,0,,,,,,,,,,,,W (5x)
1995,12,11,1,91.7%,22-1,95.7%,135-40,77.1%,1-1,50.0%,0,,,,,,,,,,,,W (Canadian Open)
1993,19,17,2,89.5%,35-5,87.5%,230-94,71.0%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
1992,75,70,5,93.3%,140-17,89.2%,902-381,70.3%,2-2,50.0%,0,,,,,,,,,,,,W (10x)
1991,80,74,6,92.5%,150-20,88.2%,969-414,70.1%,4-3,57.1%,0,,,,,,,,,,,,W (10x)
1990,60,54,6,90.0%,108-20,84.4%,724-361,66.7%,7-1,87.5%,0,,,,,,,,,,,,W (9x)
1989,42,33,9,78.6%,67-18,78.8%,461-274,62.7%,3-4,42.9%,0,,,,,,,,,,,,W (Houston)
1988,8,5,3,62.5%,9-6,60.0%,69-64,51.9%,2-1,66.7%,0,,,,,,,,,,,,SF (New Orleans)
Career,722,597,125,82.7%,1200-310,79.5%,8344-4684,64.0%,70-53,56.9%,1,-,-,1.7%,20.3%,54.2%,50.0%,25.9%,39.0%,42.9%,40.9%,0.70,
