Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,47,43,4,91.5%,4,1,3,25.0%,1991,2003,W,0,,,,,,,,,,
Roland Garros,11,Clay,62,54,8,87.1%,9,6,3,66.7%,1989,2003,W,1,0.70,1.7%,20.3%,54.2%,50.0%,25.9%,39.0%,42.9%,40.0%,28.6%
Wimbledon,9,Grass,39,30,9,76.9%,7,2,5,28.6%,1989,2002,F,0,,,,,,,,,,
US Open,12,Hard,63,53,10,84.1%,10,7,3,70.0%,1989,2002,W,0,,,,,,,,,,
Olympics,1,,5,4,1,80.0%,0,0,0,-,2000,2000,SF,0,,,,,,,,,,
Fed Cup,5,,17,15,2,88.2%,2,1,1,50.0%,1996,2002,,0,,,,,,,,,,
Tokyo,7,Carpet,32,26,6,81.3%,9,6,3,66.7%,1996,2003,W,0,,,,,,,,,,
Key Biscayne,7,Hard,29,24,5,82.8%,3,0,3,0.0%,1988,1999,W,0,,,,,,,,,,
Rome,7,Clay,26,21,5,80.8%,3,1,2,33.3%,1990,2003,W,0,,,,,,,,,,
Canadian Open,5,Hard,25,24,1,96.0%,5,4,1,80.0%,1995,1999,W,0,,,,,,,,,,
San Diego,5,Hard,20,15,5,75.0%,6,4,2,66.7%,1991,2001,F,0,,,,,,,,,,
Indian Wells,5,Hard,17,13,4,76.5%,2,1,1,50.0%,1992,2002,W,0,,,,,,,,,,
