Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2003 Dubai F,L vs Henin,70.0%,42.9%,5.0%,1/5,2.37,29.2%,70.4%,26.3%,1.9%,2.24,42.1%,85.2%,56.5%,9.3%,2.56,10.3%
2003 Tokyo F,L vs Davenport,55.3%,54.4%,10.7%,6/5,2.70,1.4%,54.3%,42.1%,5.7%,2.67,2.3%,70.4%,78.9%,25.9%,2.74,0.0%
2002 WTA Tour Championships QF,L vs Williams,66.0%,55.9%,1.9%,1/1,2.35,0.0%,69.1%,55.3%,2.9%,2.43,0.0%,80.8%,57.1%,0.0%,2.19,0.0%
2002 Miami SF,L vs Capriati,63.5%,52.1%,3.5%,1/3,2.47,0.0%,70.3%,50.0%,2.7%,2.57,0.0%,87.5%,57.1%,8.3%,2.25,0.0%
2002 Indian Wells SF,L vs Hingis,60.0%,53.3%,2.0%,0/1,2.54,3.7%,68.0%,41.2%,4.0%,2.66,6.7%,76.5%,69.2%,0.0%,2.40,0.0%
2002 Tokyo F,L vs Hingis,69.7%,43.4%,1.8%,1/1,2.46,14.0%,77.3%,41.2%,1.5%,2.57,20.0%,65.8%,48.0%,2.6%,2.22,0.0%
2002 Australian Open SF,L vs Hingis,71.1%,51.6%,2.2%,1/1,2.63,6.9%,68.9%,54.8%,0.0%,2.59,11.6%,81.5%,45.5%,7.4%,2.69,0.0%
2000 WTA Tour Championships F,L vs Hingis,69.2%,50.0%,3.7%,1/3,2.55,8.6%,73.1%,44.9%,3.0%,2.59,11.9%,83.3%,60.0%,6.7%,2.49,2.6%
2000 Olympics SF,L vs Williams,51.9%,51.2%,6.3%,0/5,2.66,5.5%,43.2%,37.5%,5.4%,2.55,8.8%,83.3%,60.0%,10.0%,2.84,0.0%
2000 US Open QF,L vs Hingis,75.0%,47.6%,10.7%,2/4,2.20,14.0%,71.8%,35.7%,2.6%,2.32,16.7%,82.4%,71.4%,29.4%,2.02,10.0%
2000 Roland Garros QF,L vs Pierce,72.0%,33.9%,3.7%,3/0,2.53,12.7%,72.0%,22.2%,0.0%,2.50,14.3%,82.1%,52.2%,10.7%,2.59,9.5%
2000 Rome F,W vs Mauresmo,67.2%,59.0%,1.7%,1/0,2.52,8.5%,65.7%,47.8%,0.0%,2.70,15.4%,80.0%,75.0%,5.0%,2.31,0.0%
2000 Indian Wells QF,L vs Hingis,78.0%,52.2%,6.8%,1/3,2.43,8.6%,85.4%,48.6%,2.4%,2.65,15.8%,73.3%,63.6%,20.0%,2.17,0.0%
1999 Toronto F,L vs Hingis,56.4%,38.7%,5.5%,3/0,2.44,9.1%,66.7%,22.7%,9.1%,2.33,10.7%,75.0%,77.8%,0.0%,3.02,0.0%
1999 Roland Garros SF,L vs Graf,74.8%,36.4%,0.0%,0/0,2.69,62.3%,78.1%,36.0%,0.0%,2.82,74.4%,79.4%,37.0%,0.0%,2.47,40.9%
1999 Roland Garros R16,W vs Halard Decugis,71.7%,57.9%,9.4%,4/1,2.50,4.6%,80.8%,47.6%,7.7%,2.45,6.0%,89.5%,70.6%,15.8%,2.66,0.0%
1999 Australian Open SF,L vs Hingis,67.9%,52.6%,8.9%,4/1,2.88,4.4%,69.4%,44.0%,5.6%,3.06,7.4%,68.4%,69.2%,15.8%,2.61,0.0%
1999 Australian Open QF,W vs Graf,70.9%,61.5%,10.9%,4/2,2.44,69.8%,78.1%,52.0%,6.3%,2.26,88.6%,82.4%,78.6%,23.5%,2.79,33.3%
1998 Moscow F,L vs Pierce,73.1%,42.1%,5.1%,2/2,2.27,9.3%,71.7%,44.7%,0.0%,2.28,14.8%,79.2%,36.8%,16.7%,2.24,0.0%
1998 Montreal F,W vs Sanchez Vicario,86.4%,52.6%,1.5%,1/0,2.69,23.5%,89.4%,42.9%,2.1%,2.93,38.9%,88.2%,80.0%,0.0%,2.43,6.3%
Career (77 matches),,75.0%,53.7%,4.0%,48.8%,2.45,27.2%,77.9%,49.4%,2.1%,2.44,32.9%,84.1%,62.6%,9.0%,2.46,14.3%
