Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,15,9,6,60.0%,19-14,57.6%,162-142,53.3%,2-1,66.7%,1,44.4%,11.1%,6.9%,13.8%,58.6%,67.6%,20.8%,48.3%,32.7%,40.7%,0.63
Clay,10,5,5,50.0%,10-10,50.0%,100-104,49.0%,1-3,25.0%,3,57.1%,32.4%,0.4%,4.2%,67.8%,57.5%,43.5%,53.0%,43.2%,48.6%,0.92
Semi-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,
Quarter-finals,6,1,5,16.7%,3-10,23.1%,56-74,43.1%,0-2,0.0%,0,,,,,,,,,,,
vs Righties,16,9,7,56.3%,18-16,52.9%,166-160,50.9%,2-4,33.3%,2,50.0%,15.8%,2.9%,7.2%,66.7%,56.5%,34.8%,49.3%,35.5%,42.7%,0.70
