Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,2,0,2,0.0%,1-4,20.0%,23-31,42.6%,0-2,0.0%,2,80.8%,7.7%,9.9%,3.9%,58.0%,68.6%,56.6%,63.5%,33.3%,48.2%,0.91,R32 (Budapest)
2023,4,1,3,25.0%,3-6,33.3%,38-48,44.2%,0-1,0.0%,4,52.4%,37.2%,2.5%,6.0%,63.0%,59.8%,40.0%,52.5%,43.0%,48.0%,0.91,R16 (Rabat)
2022,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,55.6%,20.0%,4.5%,6.1%,60.6%,55.0%,46.2%,51.5%,38.6%,44.9%,0.80,R32 (Budapest)
2021,12,3,9,25.0%,7-18,28.0%,91-140,39.4%,2-0,100.0%,12,60.5%,23.7%,7.0%,6.8%,56.4%,65.6%,40.6%,54.7%,38.7%,46.7%,0.85,R16 (Lyon)
2020,6,0,6,0.0%,1-12,7.7%,42-79,34.7%,1-0,100.0%,6,59.3%,9.8%,1.6%,5.5%,59.3%,65.2%,42.9%,56.1%,32.9%,44.7%,0.75,R32 (2x)
2019,22,6,16,27.3%,18-32,36.0%,206-263,43.9%,3-3,50.0%,22,62.3%,25.4%,5.2%,6.1%,58.7%,65.2%,40.6%,55.0%,38.5%,46.9%,0.86,R16 (4x)
2018,43,19,24,44.2%,50-50,50.0%,476-452,51.3%,4-7,36.4%,43,71.6%,30.8%,6.1%,5.5%,60.3%,68.3%,45.5%,59.2%,41.5%,50.3%,1.02,W (Taipei)
2017,48,22,26,45.8%,57-57,50.0%,548-534,50.6%,6-7,46.2%,48,73.2%,29.4%,6.0%,4.6%,62.4%,68.3%,44.5%,59.3%,40.2%,50.0%,0.99,W (Budapest)
2016,63,35,28,55.6%,79-67,54.1%,743-668,52.7%,7-13,35.0%,63,69.8%,35.4%,5.7%,4.9%,62.4%,65.7%,46.1%,58.3%,43.1%,50.9%,1.03,F (Florianopolis)
2015,33,12,21,36.4%,29-47,38.2%,342-387,46.9%,4-8,33.3%,25,63.1%,28.2%,4.6%,4.5%,66.9%,64.3%,47.8%,58.9%,38.7%,48.7%,0.94,F (Marrakech)
2014,18,6,12,33.3%,18-26,40.9%,198-215,47.9%,2-3,40.0%,13,-,-,7.6%,5.6%,61.2%,65.6%,43.8%,57.1%,40.1%,48.5%,0.94,R16 (3x)
2013,29,12,17,41.4%,28-39,41.8%,299-350,46.1%,6-3,66.7%,24,-,-,5.9%,5.0%,57.6%,64.3%,42.9%,55.2%,39.3%,47.5%,0.88,QF (3x)
2012,32,16,16,50.0%,38-37,50.7%,358-378,48.6%,6-5,54.5%,28,-,-,6.4%,5.3%,61.1%,65.4%,45.2%,57.5%,40.4%,49.0%,0.95,W (Monterrey)
2011,5,2,3,40.0%,5-6,45.5%,45-57,44.1%,1-0,100.0%,2,-,-,3.2%,3.2%,60.4%,71.0%,45.9%,61.0%,42.1%,50.7%,1.08,R16 (Budapest)
2010,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,-,-,6.3%,3.2%,57.1%,61.1%,37.0%,50.8%,33.3%,42.5%,0.68,R32 (Budapest)
Career,319,134,185,42.0%,334-405,45.2%,3422-3626,48.6%,42-52,44.7%,294,68.5%,30.0%,5.8%,5.1%,61.3%,66.1%,44.7%,57.8%,40.5%,49.2%,0.96,
