Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,L vs Kasatkina,96.6,105.7,6.6,109.8,103.0,118,79,83.2,5.1,77.5,84.0,93,72
2017 US Open R64,L vs Sharapova,97.7,104.9,6.2,109.5,96.5,115,87,82.7,7.6,91.0,79.0,100,72
2017 Wimbledon R128,L vs Wozniacki,102.0,107.7,5.7,109.9,105.0,119,90,90.4,4.1,92.0,94.0,97,82
2016 US Open R32,L vs Halep,96.6,105.9,9.3,107.7,102.8,119,82,79.8,5.2,92.0,83.5,92,70
2016 US Open R64,W vs Hogenkamp,97.3,106.2,7.8,109.3,102.6,118,89,80.1,5.8,,85.7,92,69
2016 Wimbledon R64,L vs Vandeweghe,102.5,107.2,6.9,110.8,102.7,118,90,87.8,4.5,,90.0,95,82
2016 Roland Garros R64,L vs Mladenovic,91.8,100.1,8.4,104.8,96.3,114,81,80.6,6.3,82.3,78.0,95,69
2016 Australian Open R64,L vs Bencic,98.1,104.4,7.8,,,119,91,86.2,5.6,,,101,78
2016 Australian Open R128,W vs Watson,97.9,106.8,6.4,,,117,92,81.2,5.6,,,90,62
2015 US Open R128,L vs Stosur,95.9,101.4,7.4,,,119,85,83.1,7.6,,,100,73
2015 Wimbledon R64,L vs Williams,102.7,109.9,7.4,,,119,91,89.9,6.7,,,109,81
2015 Roland Garros R128,L vs Kerber,96.2,104.7,6.8,,,116,87,84.0,3.0,,,90,79
Career (12 matches),,97.9,105.6,7.1,109.1,101.8,119,79,83.6,5.6,85.3,84.2,109,62
