Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W100 Vancouver QF,W vs Hon,80% (8/10),67% (4/6),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 W100 Vancouver R16,W vs Dart,50% (6/12),58% (7/12),2/2,1/1,17% (1/6),0/0,0/0,- (0/0),- (0/0)
2019 W100 Ilkley F,L vs Niculescu,56% (5/9),40% (4/10),0/0,0/0,42% (8/19),2/5,0/1,- (0/0),- (0/0)
2019 Roland Garros Q2,W vs Trevisan,45% (10/22),56% (5/9),2/2,1/1,29% (2/7),1/2,0/0,- (0/0),- (0/0)
2019 W80 Cagnes Sur Mer R16,W vs Hon,50% (8/16),67% (4/6),2/3,1/1,50% (4/8),0/0,0/0,82% (9/11),50% (5/10)
2019 W80 Cagnes Sur Mer R32,W vs Parry,55% (6/11),50% (6/12),2/3,1/2,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 Istanbul R16,L vs Kudermetova,33% (2/6),57% (4/7),0/0,0/0,46% (6/13),5/7,5/6,20% (1/5),50% (3/6)
2019 Istanbul R32,W vs Jorovic,70% (7/10),42% (5/12),2/4,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 Istanbul Q1,W vs Haas,50% (10/20),41% (9/22),2/7,1/6,64% (9/14),0/1,0/0,40% (2/5),33% (2/6)
2019 Bogota R32,L vs Arruabarrena,50% (7/14),44% (4/9),1/3,0/0,42% (5/12),1/3,0/1,50% (4/8),63% (5/8)
2019 Monterrey R32,L vs Jorovic,100% (8/8),45% (5/11),1/1,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2019 Miami Q2,L vs Kanepi,71% (5/7),67% (2/3),0/0,0/0,62% (8/13),2/4,1/2,- (0/0),- (0/0)
2019 Miami Q1,W vs Voegele,50% (10/20),38% (6/16),2/8,1/4,38% (3/8),3/4,1/1,- (0/0),- (0/0)
2019 Indian Wells R128,L vs Putintseva,20% (2/10),100% (2/2),0/0,0/0,57% (8/14),4/6,2/3,- (0/0),- (0/0)
2019 Acapulco R16,L vs Zheng,53% (10/19),38% (3/8),1/1,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2019 Acapulco R32,W vs Jakupovic,50% (9/18),30% (7/23),2/2,1/1,72% (13/18),5/6,0/0,- (0/0),- (0/0)
2019 Dubai R64,L vs Cornet,55% (6/11),25% (1/4),0/0,0/0,25% (1/4),2/4,1/2,- (0/0),- (0/0)
2019 Australian Open R64,L vs Stephens,43% (3/7),33% (1/3),0/0,0/0,78% (18/23),5/7,0/1,- (0/0),- (0/0)
2019 Australian Open R128,W vs Jabeur,69% (9/13),43% (3/7),2/3,1/2,75% (9/12),0/0,0/0,91% (10/11),36% (4/11)
2019 Hobart R32,L vs Hruncakova,67% (6/9),0% (0/2),0/0,0/0,70% (7/10),4/6,0/1,- (0/0),- (0/0)
2019 (21 matches),,54.3%,44.7%,56.1%,50.0%,55.7%,57.1%,52.2%,63.8%,43.8%
2018 (42 matches),,57.8%,43.1%,55.1%,57.6%,58.1%,43.7%,37.8%,50.0%,36.7%
2017 (45 matches),,58.1%,43.3%,50.5%,52.6%,57.9%,41.1%,37.5%,54.4%,47.1%
2016 (62 matches),,57.1%,47.6%,60.9%,57.4%,54.2%,35.9%,22.9%,57.4%,37.5%
2015 (26 matches),,59.4%,43.2%,52.9%,63.2%,52.7%,49.2%,44.0%,60.8%,40.0%
Career (273 matches),,57.6%,44.3%,53.0%,52.5%,55.2%,44.6%,40.3%,56.3%,41.1%
