Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,218,100,118,45.9%,244-262,48.2%,2425-2426,50.0%,27-34,44.3%,194,71.1%,30.5%,6.5%,5.1%,61.1%,67.3%,45.3%,58.7%,40.8%,49.9%,0.99
Clay,70,25,45,35.7%,61-96,38.9%,676-805,45.6%,10-12,45.5%,70,61.1%,31.5%,3.2%,5.2%,61.1%,61.6%,43.3%,54.5%,41.5%,48.0%,0.91
Grass,31,9,22,29.0%,29-47,38.2%,321-395,44.8%,5-6,45.5%,30,64.5%,19.9%,7.1%,5.5%,62.8%,68.1%,43.5%,59.0%,36.3%,47.8%,0.88
Grand Slams,45,12,33,26.7%,36-69,34.3%,443-574,43.6%,8-4,66.7%,44,64.7%,23.4%,5.6%,5.3%,60.9%,65.3%,41.7%,56.1%,37.8%,47.1%,0.86
Premiers,75,28,47,37.3%,75-101,42.6%,829-901,47.9%,12-19,38.7%,73,66.4%,28.4%,5.8%,5.3%,62.0%,65.6%,44.4%,57.6%,40.1%,49.0%,0.95
Internationals,164,80,84,48.8%,190-189,50.1%,1819-1759,50.8%,16-26,38.1%,155,71.1%,33.8%,6.2%,5.0%,61.1%,66.9%,45.6%,58.6%,41.8%,50.2%,1.01
Finals,8,3,5,37.5%,9-11,45.0%,100-100,50.0%,0-2,0.0%,8,72.2%,26.1%,7.5%,5.0%,64.2%,69.5%,50.9%,62.9%,40.1%,50.8%,1.08
Semi-finals,11,8,3,72.7%,16-8,66.7%,126-107,54.1%,2-1,66.7%,11,76.9%,34.4%,7.9%,4.8%,62.3%,66.3%,48.8%,59.7%,43.2%,51.6%,1.07
Quarter-finals,21,11,10,52.4%,26-23,53.1%,244-230,51.5%,1-3,25.0%,19,74.6%,34.3%,6.8%,4.6%,62.9%,66.7%,44.9%,58.6%,41.4%,50.5%,1.00
vs Righties,294,122,172,41.5%,303-376,44.6%,3144-3335,48.5%,35-48,42.2%,270,68.3%,30.3%,5.8%,5.1%,61.2%,65.9%,44.6%,57.7%,40.6%,49.2%,0.96
vs Lefties,23,10,13,43.5%,27-28,49.1%,251-269,48.3%,5-4,55.6%,23,71.3%,25.3%,5.8%,5.3%,62.5%,67.8%,46.1%,59.7%,38.6%,49.4%,0.96
vs Top 10,23,2,21,8.7%,12-43,21.8%,193-305,38.8%,2-1,66.7%,21,61.8%,17.7%,5.6%,5.3%,63.1%,62.2%,41.9%,54.7%,35.7%,45.3%,0.79
