Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W100 Vancouver QF,W vs Hon,1.04,1.89,43.6,2.2,-,76.0%,-,72.7%,37.0%,56.0%
2019 W100 Vancouver R16,W vs Dart,1.09,1.22,53.7,2.9,-,48.6%,-,53.3%,47.4%,63.9%
2019 W100 Ilkley F,L vs Niculescu,0.92,0.62,28.5,2.0,-,41.5%,-,45.7%,42.5%,34.2%
2019 Roland Garros Q2,W vs Trevisan,1.17,1.14,74.5,8.2,-,60.4%,-,53.1%,34.0%,51.1%
2019 W80 Cagnes Sur Mer R16,W vs Hon,1.07,1.21,69.7,2.7,4.5%,63.6%,0.0%,57.1%,50.0%,39.0%
2019 W80 Cagnes Sur Mer R32,W vs Parry,0.99,1.34,54.9,3.1,3.6%,71.4%,0.0%,44.0%,55.9%,56.7%
2019 Istanbul R16,L vs Kudermetova,1.00,0.79,53.1,2.1,2.9%,44.1%,0.0%,33.3%,50.0%,46.9%
2019 Istanbul R32,W vs Jorovic,1.05,1.34,54.8,2.5,0.0%,51.6%,0.0%,67.7%,55.6%,47.1%
2019 Istanbul Q1,W vs Haas,1.02,1.15,64.5,2.9,6.8%,62.7%,3.6%,49.1%,47.8%,51.6%
2019 Bogota R32,L vs Arruabarrena,1.04,0.83,61.0,4.4,3.9%,41.2%,4.1%,59.2%,40.7%,38.8%
2019 Monterrey R32,L vs Jorovic,0.79,0.84,64.8,8.2,13.5%,70.3%,17.6%,50.0%,31.9%,53.5%
2019 Miami Q2,L vs Kanepi,0.87,0.63,43.7,2.0,6.3%,46.9%,3.4%,58.6%,32.1%,37.5%
2019 Miami Q1,W vs Voegele,1.09,1.14,69.8,32.7,2.0%,58.8%,8.5%,55.3%,46.4%,43.1%
2019 Indian Wells R128,L vs Putintseva,0.95,0.64,40.4,2.0,6.5%,38.7%,0.0%,46.7%,40.7%,36.0%
2019 Acapulco R16,L vs Zheng,0.91,0.85,67.5,10.0,4.5%,63.6%,0.0%,58.5%,42.6%,28.6%
2019 Acapulco R32,W vs Jakupovic,1.14,1.15,81.8,8.4,-,49.1%,-,67.3%,34.4%,50.0%
2019 Dubai R64,L vs Cornet,0.93,0.65,49.6,2.3,0.0%,53.6%,0.0%,56.0%,20.0%,45.2%
2019 Australian Open R64,L vs Stephens,1.05,0.71,51.3,2.2,2.7%,37.8%,5.6%,55.6%,32.3%,40.0%
2019 Australian Open R128,W vs Jabeur,1.18,1.21,67.9,2.6,0.0%,51.1%,0.0%,76.2%,38.1%,37.5%
2019 Hobart R32,L vs Hruncakova,1.04,0.44,41.0,2.3,8.8%,58.8%,3.1%,53.1%,23.1%,13.6%
2019 (21 matches),,1.03,0.96,60.0,3.0,4.4%,54.2%,3.2%,56.1%,40.3%,43.6%
2018 (42 matches),,0.99,1.01,58.5,2.7,6.4%,60.6%,5.2%,58.0%,40.1%,43.0%
2017 (45 matches),,1.02,0.99,57.1,2.9,6.3%,60.1%,5.3%,57.9%,38.5%,41.3%
2016 (62 matches),,1.02,1.05,59.6,2.8,5.5%,58.3%,5.1%,58.1%,42.4%,44.2%
2015 (26 matches),,1.02,0.97,60.2,2.6,6.8%,59.6%,6.6%,57.7%,37.8%,40.9%
Career (273 matches),,1.02,1.02,59.8,2.9,6.0%,58.7%,5.2%,57.6%,40.9%,42.4%
