Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Taipei QF,W vs Bains,79.0%,51.6%,4.9%,3/1,2.31,15.4%,80.4%,51.4%,4.3%,2.20,26.1%,81.8%,51.9%,6.1%,2.48,0.0%
2019 US Open R64,L vs Gauff,62.7%,36.5%,1.2%,1/0,2.17,8.2%,61.2%,26.7%,0.0%,2.11,14.3%,81.5%,50.0%,3.7%,2.22,2.6%
2019 Dubai R64,L vs Cornet,75.8%,36.0%,1.5%,0/1,2.46,7.5%,80.0%,28.1%,0.0%,2.39,13.6%,78.3%,50.0%,4.3%,2.55,0.0%
2019 Auckland R32,L vs Andreescu,63.6%,42.9%,6.1%,3/1,2.07,7.9%,58.5%,41.7%,2.4%,2.10,11.1%,78.3%,44.4%,13.0%,1.98,0.0%
2018 Monterrey F,L vs Muguruza,67.6%,47.9%,1.0%,0/1,2.55,6.7%,74.6%,44.0%,0.0%,2.47,8.8%,65.6%,57.1%,3.1%,2.66,3.8%
2018 Taipei F,W vs Baindl,82.1%,58.2%,1.5%,0/1,2.62,9.4%,78.6%,60.6%,0.0%,2.41,20.0%,100.0%,54.5%,4.5%,2.80,0.0%
2017 Tashkent SF,W vs Sabalenka,73.2%,63.4%,1.8%,0/1,2.66,3.3%,73.3%,50.0%,0.0%,2.38,10.0%,82.6%,78.9%,4.3%,2.80,0.0%
2017 Quebec City SF,W vs Safarova,62.7%,38.5%,2.4%,1/1,2.66,2.3%,64.8%,37.1%,1.9%,2.57,4.2%,73.9%,41.2%,4.3%,2.79,0.0%
2016 US Open R32,L vs Halep,83.9%,53.4%,2.3%,2/0,2.54,1.4%,83.0%,50.0%,0.0%,2.43,2.2%,85.3%,58.6%,5.9%,2.73,0.0%
2016 Roland Garros R64,L vs Mladenovic,68.3%,44.2%,6.3%,1/3,2.35,7.1%,70.7%,48.3%,7.3%,2.44,12.0%,77.8%,35.7%,5.6%,2.22,0.0%
2016 Katowice QF,L vs Ostapenko,72.6%,44.9%,3.2%,1/2,2.75,14.5%,78.1%,44.0%,0.0%,2.95,25.0%,76.0%,47.4%,12.0%,2.46,0.0%
2016 Katowice R16,W vs Golubic,83.9%,54.8%,3.4%,1/2,2.17,21.1%,85.2%,57.7%,1.6%,2.09,34.1%,87.5%,47.6%,8.3%,2.28,5.7%
2016 Miami R32,W vs Osaka,64.0%,62.5%,0.0%,0/0,2.66,0.0%,59.3%,56.3%,0.0%,2.79,0.0%,80.0%,68.8%,0.0%,2.48,0.0%
2016 Miami R128,W vs Tatishvili,73.7%,55.4%,3.9%,1/2,2.47,8.3%,72.1%,48.4%,7.0%,2.53,7.7%,92.6%,64.0%,0.0%,2.31,10.0%
2016 Indian Wells R128,L vs Tsurenko,69.7%,39.1%,1.5%,0/1,2.63,15.8%,75.7%,32.1%,0.0%,2.50,26.1%,72.0%,50.0%,4.0%,2.84,0.0%
2016 Doha R16,L vs Muguruza,60.0%,40.5%,7.1%,4/1,2.74,3.6%,53.3%,45.8%,8.9%,2.55,5.4%,85.7%,33.3%,4.8%,3.11,0.0%
2016 St Petersburg QF,L vs Vinci,74.1%,42.2%,2.7%,3/0,2.50,58.5%,72.6%,37.8%,3.2%,2.30,52.4%,84.4%,47.4%,2.2%,2.72,65.0%
2015 Tianjin QF,L vs Pliskova,58.9%,48.5%,0.0%,0/0,2.94,7.9%,51.2%,57.1%,0.0%,2.99,9.7%,92.3%,33.3%,0.0%,2.73,0.0%
2015 Guangzhou R16,L vs Halep,60.4%,56.3%,11.3%,2/4,2.50,6.5%,69.0%,55.0%,10.3%,2.60,9.5%,75.0%,58.3%,18.8%,2.28,0.0%
2015 Roland Garros R128,L vs Kerber,73.5%,28.0%,8.8%,2/1,2.26,0.0%,80.0%,25.0%,4.0%,2.25,0.0%,71.4%,40.0%,28.6%,2.27,0.0%
Career (23 matches),,71.2%,48.4%,3.3%,56.4%,2.48,11.5%,71.9%,46.3%,2.4%,2.45,14.8%,81.2%,52.1%,5.6%,2.53,6.8%
