Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Taipei QF,W vs Bains,0.0%,-,10.4%,63.2%,8.8%,12.0%,0.0%,12.6%,57.1%,1.0%,0.0%,-18,-23
2019 US Open R64,L vs Gauff,1.0%,100.0%,12.3%,60.9%,7.9%,3.1%,0.0%,15.7%,31.3%,1.2%,25.0%,-27,-15
2019 Dubai R64,L vs Cornet,0.0%,-,9.2%,36.4%,5.5%,0.0%,0.0%,4.9%,25.0%,1.3%,66.7%,27,41
2019 Auckland R32,L vs Andreescu,0.0%,-,5.8%,77.8%,12.9%,6.7%,0.0%,11.6%,50.0%,1.9%,25.0%,-3,4
2018 Monterrey F,L vs Muguruza,0.0%,-,4.5%,77.8%,17.7%,61.1%,0.0%,12.8%,35.3%,1.5%,75.0%,92,90
2018 Taipei F,W vs Baindl,0.0%,-,5.8%,71.4%,16.4%,27.8%,0.0%,12.3%,62.5%,1.0%,100.0%,36,71
2017 Tashkent SF,W vs Sabalenka,0.0%,-,2.8%,100.0%,12.1%,22.2%,0.0%,10.3%,100.0%,0.8%,100.0%,-44,16
2017 Quebec City SF,W vs Safarova,0.0%,-,3.1%,80.0%,16.3%,5.6%,25.0%,13.3%,18.2%,1.5%,66.7%,0,32
2016 US Open R32,L vs Halep,0.0%,-,8.5%,80.0%,8.5%,16.0%,0.0%,4.7%,17.6%,1.1%,0.0%,-19,-16
2016 Roland Garros R64,L vs Mladenovic,0.0%,-,13.9%,75.0%,18.6%,25.0%,0.0%,9.0%,44.4%,1.1%,0.0%,-1,-22
2016 Katowice QF,L vs Ostapenko,0.0%,-,3.0%,33.3%,8.2%,14.3%,0.0%,8.3%,38.5%,2.1%,0.0%,-26,25
2016 Katowice R16,W vs Golubic,2.1%,50.0%,14.8%,57.1%,8.1%,13.5%,0.0%,7.7%,33.3%,1.2%,40.0%,-3,3
2016 Miami R32,W vs Osaka,0.0%,-,3.8%,100.0%,14.9%,6.3%,0.0%,7.3%,16.7%,1.5%,50.0%,68,115
2016 Miami R128,W vs Tatishvili,0.0%,-,4.3%,100.0%,12.9%,31.6%,0.0%,3.3%,0.0%,1.2%,66.7%,-3,26
2016 Indian Wells R128,L vs Tsurenko,0.0%,-,6.9%,77.8%,5.7%,13.6%,0.0%,10.3%,50.0%,0.4%,0.0%,77,110
2016 Doha R16,L vs Muguruza,0.0%,-,7.2%,80.0%,14.5%,38.5%,0.0%,7.3%,15.4%,2.0%,25.0%,57,15
2016 St Petersburg QF,L vs Vinci,0.0%,-,9.1%,52.4%,15.1%,30.6%,0.0%,7.6%,53.3%,0.5%,0.0%,18,27
2015 Tianjin QF,L vs Pliskova,0.0%,-,5.5%,66.7%,8.5%,13.0%,0.0%,8.1%,57.1%,0.5%,0.0%,6,2
2015 Guangzhou R16,L vs Halep,0.0%,-,2.9%,33.3%,10.5%,0.0%,0.0%,6.7%,12.5%,3.0%,50.0%,-60,-37
2015 Roland Garros R128,L vs Kerber,2.0%,100.0%,10.6%,22.2%,8.3%,27.3%,0.0%,9.4%,10.0%,1.4%,0.0%,78,42
Career (23 matches),,0.4%,83.3%,7.6%,65.6%,11.1%,18.6%,4.5%,8.6%,31.5%,1.2%,38.0%,18,24
