Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,4,5,44.4%,7-9,43.8%,79-87,47.6%,2-3,40.0%,8,75.6%,22.9%,8.1%,3.3%,60.5%,70.1%,50.0%,62.2%,36.5%,49.7%,0.97,SF (Morelia)
2025,61,34,27,55.7%,71-67,51.4%,682-687,49.8%,18-10,64.3%,60,74.3%,25.5%,5.5%,2.9%,60.1%,68.7%,50.5%,61.5%,39.2%,50.2%,1.02,W (2x)
2024,41,23,18,56.1%,52-43,54.7%,451-437,50.8%,8-2,80.0%,41,71.2%,29.3%,5.4%,3.8%,58.5%,68.9%,48.4%,60.4%,41.1%,50.5%,1.04,W (San Luis Potosi)
2023,34,13,21,38.2%,33-49,40.2%,377-416,47.5%,8-9,47.1%,34,74.2%,20.9%,4.7%,2.9%,64.1%,66.8%,50.4%,60.9%,37.4%,49.1%,0.96,QF (3x)
2022,49,22,27,44.9%,54-60,47.4%,533-562,48.7%,11-8,57.9%,49,74.5%,21.8%,5.8%,3.8%,60.3%,68.6%,49.4%,61.0%,37.7%,49.5%,0.97,SF (2x)
2021,32,16,16,50.0%,32-38,45.7%,319-339,48.5%,4-6,40.0%,31,75.1%,22.5%,4.2%,3.4%,63.6%,66.7%,49.1%,60.2%,38.1%,49.3%,0.96,F (2x)
2020,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,55.6%,0.0%,7.1%,10.0%,68.6%,62.5%,27.3%,51.4%,13.5%,38.3%,0.28,R64 (Monterrey)
2019,15,4,11,26.7%,13-25,34.2%,166-202,45.1%,4-1,80.0%,15,68.3%,20.6%,3.3%,2.7%,66.8%,63.0%,49.7%,58.6%,37.0%,47.9%,0.89,R32 (4x)
2016,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (Cali)
Career,243,116,127,47.7%,262-295,47.0%,2619-2754,48.7%,55-39,58.5%,239,73.5%,23.8%,5.2%,3.3%,61.4%,67.7%,49.6%,60.7%,38.5%,49.6%,0.98,
