Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Lyon R32,L vs Noskova,17,20,0.9,14.5%,17.1%,12,19,0.6,11.4%,18.1%,2.9%,8.6%,1.4,18.8%,13.7%
2023 Adelaide 1 R32,L vs Andreescu,31,18,1.7,18.2%,10.6%,29,18,1.6,18.0%,11.2%,7.5%,10.6%,2.3,15.9%,7.1%
2022 Tokyo QF,L vs Samsonova,11,16,0.7,10.3%,15.0%,7,13,0.5,7.4%,13.8%,3.2%,4.3%,1.5,21.5%,14.0%
2022 US Open R32,L vs Kvitova,21,32,0.7,9.7%,14.7%,17,29,0.6,9.2%,15.8%,5.4%,3.8%,0.9,19.8%,23.0%
2022 US Open R64,W vs Fruhvirtova,25,18,1.4,26.0%,18.8%,18,17,1.1,23.7%,22.4%,11.8%,10.5%,0.3,6.3%,21.9%
2022 US Open R128,W vs Tauson,29,34,0.9,17.7%,20.7%,19,31,0.6,13.4%,21.8%,4.2%,7.0%,0.5,15.2%,28.0%
2022 Wimbledon R128,L vs Minnen,9,33,0.3,9.1%,33.3%,8,31,0.3,8.5%,33.0%,5.3%,2.1%,1.1,15.2%,14.1%
2022 Indian Wells R64,L vs Riske Amritraj,13,37,0.4,10.2%,28.9%,10,31,0.3,8.7%,27.0%,3.5%,4.3%,0.5,12.5%,23.4%
2022 Australian Open R64,L vs Cornet,15,33,0.5,13.3%,29.2%,13,30,0.4,12.5%,28.8%,6.7%,5.8%,1.0,14.2%,14.2%
2022 Sydney QF,L vs Kasatkina,15,24,0.6,12.9%,20.7%,15,24,0.6,13.9%,22.2%,6.5%,7.4%,1.2,12.1%,10.3%
2022 Sydney R16,W vs Alexandrova,14,12,1.2,12.2%,10.4%,11,10,1.1,11.2%,10.2%,4.1%,7.1%,1.7,20.9%,12.2%
2021 Guadalajara Finals F,W vs Kontaveit,16,19,0.8,11.1%,13.2%,14,19,0.7,10.5%,14.3%,6.0%,4.5%,0.5,12.5%,23.6%
2021 Guadalajara Finals SF,W vs Badosa,17,22,0.8,13.6%,17.6%,15,19,0.8,13.5%,17.1%,8.1%,5.4%,0.8,16.0%,20.8%
2021 Guadalajara Finals RR,L vs Pliskova,26,38,0.7,12.3%,18.0%,18,35,0.5,9.8%,19.1%,6.0%,3.3%,0.8,12.8%,17.1%
2021 Guadalajara Finals RR,W vs Kontaveit,11,15,0.7,8.8%,12.0%,4,12,0.3,3.7%,11.0%,0.9%,2.8%,0.7,15.2%,22.4%
2021 Guadalajara Finals RR,W vs Krejcikova,21,32,0.7,11.7%,17.9%,15,29,0.5,9.5%,18.4%,5.7%,3.8%,0.9,16.8%,19.6%
2021 Moscow QF,L vs Kontaveit,2,17,0.1,2.6%,22.4%,2,14,0.1,3.0%,21.2%,3.0%,0.0%,2.6,27.6%,10.5%
2021 Chicago 2 F,W vs Jabeur,24,25,1.0,16.6%,17.2%,22,21,1.0,16.5%,15.8%,10.5%,5.3%,0.6,14.5%,24.8%
2021 US Open R16,L vs Krejcikova,20,24,0.8,13.7%,16.4%,17,21,0.8,13.7%,16.9%,7.3%,4.8%,1.0,19.9%,19.2%
2021 US Open R32,W vs Azarenka,34,24,1.4,19.1%,13.5%,27,20,1.4,17.3%,12.8%,7.1%,7.7%,0.8,12.9%,16.9%
Career (193 matches),,4151,5306,0.8,15.2%,19.5%,3581,4769,0.8,14.6%,19.4%,6.2%,5.8%,0.8,13.9%,18.4%
