Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,20,12,8,60.0%,27-19,58.7%,221-198,52.7%,0-4,0.0%,0,,,,,,,,,,,,W (Clearwater FL 25K)
2011,61,47,14,77.0%,98-37,72.6%,711-480,59.7%,4-2,66.7%,0,,,,,,,,,,,,W (4x)
2010,20,14,6,70.0%,30-14,68.2%,218-165,56.9%,1-1,50.0%,0,,,,,,,,,,,,W (Mallorca 10K)
2009,33,22,11,66.7%,46-24,65.7%,358-261,57.8%,0-2,0.0%,0,,,,,,,,,,,,W (Vinaros 10K)
2008,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (Lleida 10K)
Career,135,95,40,70.4%,201-96,67.7%,1515-1116,57.6%,5-9,35.7%,0,,,,,,,,,,,,
