Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Lyon R32,L vs Noskova,0.0%,-,7.7%,55.6%,13.0%,10.0%,0.0%,16.7%,36.4%,0.0%,-,35,39
2023 Adelaide R32,L vs Andreescu,0.0%,-,10.0%,76.5%,16.9%,18.5%,0.0%,24.4%,60.0%,0.4%,100.0%,51,35
2022 Tokyo QF,L vs Samsonova,0.0%,-,3.7%,75.0%,11.1%,17.6%,0.0%,16.9%,30.8%,0.7%,0.0%,-18,-18
2022 US Open R32,L vs Kvitova,0.0%,-,6.5%,85.7%,11.9%,31.6%,6.7%,4.9%,14.3%,0.4%,0.0%,35,31
2022 US Open R64,W vs Fruhvirtova,0.0%,-,22.9%,72.7%,9.2%,26.7%,0.0%,14.7%,31.8%,0.0%,-,58,33
2022 Indian Wells R64,L vs Riske Amritraj,0.0%,-,3.1%,50.0%,4.2%,12.0%,0.0%,5.9%,35.3%,0.0%,-,-22,-2
2022 Australian Open R64,L vs Cornet,0.0%,-,22.1%,48.0%,7.1%,18.2%,0.0%,7.1%,4.0%,0.4%,0.0%,-8,-15
2022 Sydney QF,L vs Kasatkina,1.6%,100.0%,15.3%,66.7%,17.4%,18.2%,100.0%,8.8%,26.3%,0.5%,0.0%,59,9
2022 Sydney R16,W vs Alexandrova,0.0%,-,6.7%,87.5%,12.8%,4.3%,0.0%,19.5%,40.9%,0.0%,-,2,7
2021 Guadalajara Finals F,W vs Kontaveit,0.0%,-,6.3%,88.9%,16.7%,29.2%,0.0%,14.5%,42.9%,0.0%,-,68,44
2021 Guadalajara Finals SF,W vs Badosa,0.0%,-,6.4%,100.0%,18.3%,33.3%,0.0%,13.0%,31.3%,0.5%,0.0%,31,44
2021 Guadalajara Finals RR,W vs Kontaveit,0.0%,-,4.0%,80.0%,7.5%,20.0%,0.0%,9.3%,22.2%,0.0%,-,-54,35
2021 Guadalajara Finals RR,W vs Krejcikova,0.0%,-,5.0%,55.6%,18.9%,56.3%,0.0%,10.6%,26.1%,0.0%,-,61,56
2021 Guadalajara Finals RR,L vs Pliskova,0.0%,-,6.2%,76.9%,12.5%,16.3%,0.0%,10.2%,17.4%,0.0%,-,31,39
2021 Moscow QF,L vs Kontaveit,0.0%,-,2.6%,100.0%,17.1%,66.7%,0.0%,0.0%,0.0%,0.0%,-,36,8
2021 Chicago F,W vs Jabeur,0.0%,-,13.8%,65.0%,11.6%,18.5%,0.0%,8.7%,23.5%,0.0%,-,9,18
2021 US Open R16,L vs Krejcikova,0.0%,-,4.1%,83.3%,10.5%,11.8%,0.0%,6.5%,30.0%,0.4%,0.0%,-30,-16
2021 US Open R32,W vs Azarenka,0.0%,-,10.1%,77.8%,13.9%,28.1%,0.0%,15.5%,30.0%,0.0%,-,1,14
2021 US Open R128,W vs Vekic,1.2%,100.0%,7.0%,76.9%,11.2%,34.8%,0.0%,9.9%,18.2%,0.0%,-,12,-6
2021 Tokyo Olympics QF,L vs Rybakina,0.0%,-,5.1%,33.3%,15.5%,33.3%,0.0%,10.5%,36.4%,0.0%,-,-24,-20
Career (144 matches),,0.2%,78.3%,9.3%,69.9%,11.3%,20.8%,8.2%,10.8%,25.3%,0.2%,23.8%,23,26
