Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,346,218,128,63.0%,485-302,61.6%,3982-3309,54.6%,44-45,49.4%,309,71.7%,38.0%,4.9%,4.6%,62.8%,65.9%,46.4%,58.6%,44.7%,51.6%,1.08
Clay,104,66,38,63.5%,148-87,63.0%,1201-973,55.2%,7-12,36.8%,102,72.4%,41.4%,4.1%,5.3%,62.0%,65.7%,47.0%,58.6%,46.2%,52.3%,1.12
Grass,51,31,20,60.8%,69-49,58.5%,574-503,53.3%,3-3,50.0%,50,71.6%,28.2%,5.1%,4.1%,63.0%,68.1%,48.1%,60.7%,42.3%,51.3%,1.08
Grand Slams,124,86,38,69.4%,187-97,65.8%,1474-1157,56.0%,11-10,52.4%,122,74.4%,38.4%,4.8%,4.3%,61.4%,68.2%,47.9%,60.3%,44.9%,52.5%,1.13
Premiers,199,118,81,59.3%,272-177,60.6%,2246-1883,54.4%,24-26,48.0%,188,71.9%,37.3%,5.0%,4.7%,63.5%,66.8%,45.9%,59.2%,44.4%,51.8%,1.09
Internationals,80,51,29,63.7%,110-65,62.9%,905-740,55.0%,8-13,38.1%,72,73.6%,39.8%,4.8%,5.0%,62.7%,64.6%,46.0%,57.7%,45.8%,51.7%,1.08
Finals,17,10,7,58.8%,22-15,59.5%,183-159,53.5%,1-1,50.0%,12,75.4%,33.3%,4.8%,4.8%,65.4%,64.5%,49.2%,59.2%,42.9%,51.1%,1.05
Semi-finals,33,14,19,42.4%,35-36,49.3%,325-329,49.7%,5-2,71.4%,28,65.9%,29.3%,4.4%,5.4%,63.6%,65.4%,42.2%,57.0%,42.0%,49.4%,0.98
Quarter-finals,61,32,29,52.5%,75-63,54.3%,651-628,50.9%,5-9,35.7%,55,68.0%,35.3%,5.0%,4.1%,63.6%,65.2%,43.4%,57.2%,44.0%,50.6%,1.03
vs Righties,462,293,169,63.4%,649-396,62.1%,5296-4375,54.8%,47-56,45.6%,427,71.6%,38.1%,4.8%,4.7%,62.8%,66.1%,46.7%,58.9%,44.9%,51.8%,1.09
vs Lefties,38,21,17,55.3%,51-42,54.8%,448-400,52.8%,6-4,60.0%,33,75.1%,34.9%,4.2%,4.9%,61.5%,65.6%,48.1%,58.9%,42.6%,50.6%,1.04
vs Top 10,86,42,44,48.8%,101-102,49.8%,931-957,49.3%,10-10,50.0%,78,65.5%,34.2%,4.4%,4.3%,62.9%,62.9%,44.2%,56.0%,42.4%,49.3%,0.96
