Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Lyon R32,L vs Noskova,74.0%,42.6%,5.5%,2/2,2.40,12.9%,79.5%,35.5%,2.6%,2.49,22.2%,76.7%,52.2%,10.0%,2.27,0.0%
2023 Adelaide R32,L vs Andreescu,76.5%,50.8%,10.6%,5/4,2.28,21.5%,78.9%,42.2%,8.8%,2.18,34.1%,83.3%,70.0%,16.7%,2.44,0.0%
2022 Tokyo QF,L vs Samsonova,68.1%,37.5%,10.6%,1/4,2.39,6.4%,68.0%,41.2%,12.0%,2.36,9.7%,83.3%,33.3%,11.1%,2.45,0.0%
2022 US Open R32,L vs Kvitova,57.4%,45.5%,4.3%,3/2,2.79,23.8%,57.1%,35.0%,2.9%,2.70,29.8%,78.8%,61.5%,9.1%,3.06,6.3%
2022 US Open R64,W vs Fruhvirtova,63.4%,57.7%,7.3%,0/3,2.16,7.0%,76.2%,68.8%,0.0%,1.97,11.5%,90.9%,40.0%,27.3%,2.42,0.0%
2022 Indian Wells R64,L vs Riske Amritraj,71.9%,51.2%,5.3%,1/2,2.52,6.1%,70.6%,45.8%,8.8%,2.46,9.4%,85.0%,58.8%,0.0%,2.62,0.0%
2022 Australian Open R64,L vs Cornet,76.0%,23.7%,8.0%,1/3,2.24,21.6%,80.0%,20.8%,10.0%,2.28,36.7%,87.5%,28.6%,6.3%,2.18,0.0%
2022 Sydney QF,L vs Kasatkina,64.9%,43.2%,7.0%,3/1,2.33,17.0%,62.9%,36.4%,5.7%,2.42,25.7%,83.3%,53.3%,11.1%,2.16,0.0%
2022 Sydney R16,W vs Alexandrova,66.0%,48.5%,8.0%,2/2,2.23,12.2%,68.6%,45.8%,0.0%,2.27,23.1%,81.8%,55.6%,36.4%,2.18,0.0%
2021 Guadalajara Finals F,W vs Kontaveit,64.4%,66.1%,4.6%,3/1,2.30,17.1%,55.6%,72.0%,6.7%,2.39,29.2%,86.1%,61.3%,2.8%,2.16,0.0%
2021 Guadalajara Finals SF,W vs Badosa,75.0%,47.1%,1.5%,0/1,2.38,2.6%,79.1%,41.2%,0.0%,1.91,4.8%,89.5%,58.8%,5.3%,2.93,0.0%
2021 Guadalajara Finals RR,W vs Kontaveit,68.8%,47.7%,9.4%,2/4,2.45,15.6%,71.4%,46.7%,7.1%,2.39,25.0%,73.7%,50.0%,15.8%,2.51,6.3%
2021 Guadalajara Finals RR,W vs Krejcikova,69.6%,54.7%,3.3%,1/2,2.66,16.4%,71.9%,58.7%,1.6%,2.63,25.0%,75.0%,44.4%,8.3%,2.72,0.0%
2021 Guadalajara Finals RR,L vs Pliskova,65.0%,44.6%,13.0%,6/7,2.67,6.6%,64.7%,43.2%,8.8%,2.60,7.0%,91.3%,47.6%,30.4%,2.75,6.1%
2021 Moscow QF,L vs Kontaveit,51.4%,27.8%,14.3%,2/3,2.73,9.4%,42.1%,25.0%,15.8%,2.55,15.0%,66.7%,30.0%,13.3%,3.05,0.0%
2021 Chicago F,W vs Jabeur,73.2%,63.5%,4.2%,0/3,2.29,13.7%,71.7%,51.5%,2.2%,2.41,20.0%,86.4%,84.2%,9.1%,2.01,0.0%
2021 US Open R16,L vs Krejcikova,65.1%,48.2%,2.3%,1/1,2.37,22.7%,69.2%,38.9%,1.9%,2.50,33.3%,71.4%,65.0%,3.6%,2.08,0.0%
2021 US Open R32,W vs Azarenka,74.5%,55.3%,5.9%,2/4,2.36,13.5%,73.8%,53.3%,1.6%,2.35,21.2%,91.2%,58.1%,14.7%,2.38,0.0%
2021 US Open R128,W vs Vekic,67.7%,47.7%,2.1%,1/1,2.27,1.8%,60.0%,39.4%,3.6%,2.40,3.4%,86.5%,56.3%,0.0%,2.11,0.0%
2021 Tokyo Olympics QF,L vs Rybakina,76.4%,26.2%,10.9%,2/4,2.71,10.4%,74.2%,17.4%,16.1%,3.06,19.2%,82.6%,36.8%,4.3%,2.30,0.0%
Career (144 matches),,71.9%,53.3%,4.9%,48.9%,2.43,10.9%,72.7%,50.3%,3.5%,2.38,15.6%,83.3%,58.4%,8.6%,2.51,3.0%
