Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Indian Wells R64,L vs Andreeva,13.5%,16.2%,20.7%,12.5%,12.5%,7.1%,57.1%,33.3%,100.0%,16.7%,22.2%,33.3%,30.0%,75.0%,66.7%,46
2026 Indian Wells R128,W vs Stearns,33.3%,40.0%,50.0%,42.9%,51.0%,50.0%,48.0%,37.5%,75.0%,18.2%,22.7%,50.0%,45.5%,72.7%,-,58
2026 Doha R64,L vs Pliskova,9.6%,19.2%,42.2%,11.5%,26.9%,43.5%,70.0%,31.3%,0.0%,8.3%,12.5%,40.9%,28.6%,70.0%,100.0%,-30
2026 Manila QF,W vs Tararudee,23.6%,36.4%,42.9%,25.8%,41.9%,52.2%,64.3%,35.3%,50.0%,20.8%,29.2%,31.6%,7.7%,45.5%,100.0%,-104
2026 Australian Open R128,L vs Uchijima,19.0%,32.8%,40.5%,18.5%,33.3%,31.8%,33.3%,8.3%,0.0%,23.1%,38.5%,50.0%,0.0%,58.8%,66.7%,91
2026 United Cup QF,L vs Bencic,28.6%,33.9%,29.7%,44.1%,47.1%,31.6%,53.3%,15.8%,25.0%,5.3%,15.8%,27.8%,11.1%,40.0%,50.0%,-66
2026 United Cup RR,L vs Gauff,18.6%,27.9%,25.8%,23.1%,38.5%,35.0%,63.6%,13.3%,33.3%,15.4%,15.4%,9.1%,12.5%,60.0%,50.0%,17
2026 United Cup RR,W vs Bouzas Maneiro,24.1%,35.6%,55.2%,25.5%,40.4%,54.3%,65.0%,29.6%,50.0%,28.1%,37.5%,56.5%,31.3%,56.3%,-,113
2025 Mallorca SF,W vs Lazaro Garcia,27.1%,43.8%,77.4%,29.0%,48.4%,72.7%,30.8%,66.7%,-,30.8%,46.2%,88.9%,12.5%,80.0%,-,122
2025 Mallorca R32,W vs Spiteri,15.7%,27.5%,47.5%,17.9%,32.1%,60.9%,73.3%,53.8%,0.0%,15.0%,25.0%,29.4%,0.0%,75.0%,100.0%,31
2025 Sao Paulo QF,L vs Jones,20.0%,38.3%,46.5%,25.0%,47.5%,50.0%,15.0%,45.0%,50.0%,13.3%,26.7%,38.5%,0.0%,44.4%,0.0%,-4
2025 Sao Paulo R16,W vs Leme Da Silva,26.3%,31.6%,47.4%,30.0%,35.0%,53.6%,76.5%,26.1%,25.0%,23.1%,30.8%,30.0%,28.6%,100.0%,-,84
2025 Wimbledon R32,W vs Bucsa,26.5%,34.7%,42.2%,27.8%,38.9%,46.2%,39.1%,64.5%,66.7%,30.6%,36.1%,36.0%,0.0%,100.0%,100.0%,115
2025 Wimbledon R64,W vs Boulter,35.3%,43.5%,43.8%,33.3%,44.4%,50.0%,32.0%,34.5%,50.0%,50.0%,54.2%,25.0%,10.0%,57.1%,50.0%,168
2025 Roland Garros Q3,W vs Wang,13.2%,22.6%,50.0%,15.8%,28.9%,53.1%,26.7%,43.5%,50.0%,9.1%,9.1%,40.0%,0.0%,25.0%,-,-42
2025 Australian Open Q1,L vs Ciric Bagaric,21.2%,32.9%,43.5%,25.0%,33.9%,40.5%,65.6%,20.8%,20.0%,16.7%,37.5%,50.0%,14.3%,58.8%,60.0%,40
2024 US Open R128,L vs Maria,10.9%,23.6%,45.5%,11.8%,29.4%,43.3%,50.0%,62.5%,100.0%,12.5%,18.8%,50.0%,0.0%,87.5%,75.0%,-9
2023 ITF Mendoza F,W vs Capurro Taborda,8.8%,15.8%,63.0%,11.1%,22.2%,62.5%,80.0%,52.4%,66.7%,6.7%,6.7%,64.3%,83.3%,33.3%,100.0%,-64
2022 Buenos Aires R32,L vs Podoroska,17.1%,30.3%,45.8%,19.6%,37.3%,56.1%,30.4%,50.0%,37.5%,14.3%,19.0%,22.2%,8.3%,44.4%,100.0%,19
2022 ITF Platja R32,W vs Kung,17.2%,24.1%,50.0%,25.0%,36.1%,63.0%,35.3%,21.1%,0.0%,6.3%,6.3%,26.7%,10.0%,16.7%,0.0%,-66
Last 52 Weeks (15 matches),,23.5%,33.4%,44.7%,27.2%,39.6%,48.0%,47.8%,37.5%,38.8%,21.9%,29.7%,39.3%,15.4%,64.9%,71.4%,92
Career (20 matches),,21.4%,31.5%,45.9%,24.9%,37.5%,49.3%,49.1%,38.4%,39.7%,19.7%,27.4%,39.9%,16.1%,61.6%,69.0%,67
